Date/Time,Cooling:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 01/29  04:00:00,0.0,247362177.92103982,11656115.239317864,67754414.39683005,36860074.39731506,5987799.176932977,230195249.5907466,230195249.59074762,276766761.9210398 
 01/29  05:00:00,0.0,247853574.35944986,16975375.727318894,71432354.39683005,37048601.413477965,5987799.176932977,240162731.82344353,240162731.82344455,277258158.35944986 
 01/29  06:00:00,0.0,232000862.62321225,26284081.875110786,87158392.55936149,35498276.030746706,5987799.176932977,258871120.6344815,258871120.63448232,261405446.62321222 
 01/29  07:00:00,0.0,210021585.3532017,27613896.938352972,120284500.51693058,33537111.484496728,5987799.176932977,285144204.94413984,285144204.9441408,448045333.5430722 
 01/29  08:00:00,0.0,187744326.173714,26284081.875110786,146054728.47449982,31346786.43904664,5987799.176932977,280220194.89817905,280220194.89818007,478663077.77248895 
 01/29  09:00:00,0.0,153975074.86438954,16975375.727318894,147728760.107006,28047976.842473596,5987799.176932977,251244315.13173246,251244315.13173345,433702277.5267644 
 01/29  10:00:00,0.0,124642875.15532419,14315745.365802372,138368971.73951268,25082697.723283086,5987799.176932977,225862705.29923686,225862705.29923782,374911881.9266674 
 01/29  11:00:00,0.0,110335413.03296149,14315745.365802372,127005275.00452524,23711996.38486123,5987799.176932977,208453249.62093544,208453249.62093645,331246169.5261394 
 01/29  12:00:00,9403.430118907596,98030569.47090629,14315745.365802372,128679306.63703147,22477736.025802948,5987799.176932977,204724257.64819416,204724257.64819515,276362377.96567476 
 01/29  13:00:00,1874476.9627169454,66246119.23122476,14315745.365802372,127005275.00452524,22205544.19556035,5987799.176932977,201824606.58979958,201824606.58980063,210619685.2574819 
 01/29  14:00:00,4266844.115091172,0.0,14315745.365802372,121983180.10700601,22144823.24020254,5987799.176932977,196591666.9919789,196591666.99197993,141462606.74313956 
 01/29  15:00:00,4414687.495791021,0.0,14315745.365802372,120309148.4744998,21705486.759679563,5987799.176932977,193477999.35550952,193477999.3555105,111391824.11583701 
 01/29  16:00:00,1708456.533751462,0.0,18305191.025593143,125331243.3720189,21028772.366512034,5987799.176932977,199818581.94703192,199818581.94703293,141370060.26535326 
 01/29  17:00:00,37594.49107553545,52264866.70232746,27613896.938352972,160131382.9620943,21059145.59552044,5987799.176932977,243924134.08652854,243924134.0865295,226533790.45452338 
 01/29  18:00:00,0.0,85942292.70205897,35592787.787870474,204645835.6122203,21312893.906938985,5987799.176932977,325232237.17782795,325232237.17782885,274200139.11361766 
 01/29  19:00:00,0.0,88159786.48561563,44901493.93566237,204645835.6122203,21511731.035749737,5987799.176932977,335406517.89146996,335406517.89146876,349931140.30070454 
 01/29  20:00:00,0.0,97655554.90666398,51550569.72193773,185571734.18467608,22483892.28709442,5987799.176932977,326947284.4327311,326947284.4327321,324191722.9565858 
 01/29  21:00:00,0.0,121981519.90287323,51550569.72193773,178875607.65465096,24958949.73351179,5987799.176932977,330995057.17124444,330995057.1712454,342018395.4019122 
 01/29  22:00:00,0.0,137394762.12115455,38252418.149386905,164823601.124626,26424331.466901418,5987799.176932977,309885085.7774142,309885085.77741534,315721488.9580755 
 01/29  23:00:00,0.0,162869125.5233192,24954266.576836366,134031278.26953766,29001319.80527195,5987799.176932977,276653625.0263567,276653625.0263577,318794430.8655951 
 01/29  24:00:00,0.0,176173767.23794228,15645560.66407668,104912987.04695597,30270667.1816664,5987799.176932977,243488966.9841166,243488966.98411763,273372857.95114195 
 01/30  01:00:00,0.0,205778307.2268278,11656115.239317864,79472635.82437395,33134509.377718747,5987799.176932977,226063507.01728082,226063507.0172819,235182891.2268278 
 01/30  02:00:00,0.0,213374691.81820512,11656115.239317864,72776509.29434878,33756991.55049474,5987799.176932977,221957198.3287384,221957198.3287394,242779275.81820512 
 01/30  03:00:00,0.0,212380549.77008656,11656115.239317864,69428446.02933633,33703526.67302519,5987799.176932977,218479073.6396173,218479073.6396184,241785133.77008656 
 01/30  04:00:00,0.0,216207274.06471244,11656115.239317864,67754414.39683005,34054321.34192655,5987799.176932977,218314331.85580534,218314331.85580632,245611858.06471244 
 01/30  05:00:00,0.0,249675505.9532188,16975375.727318894,71432354.39683005,37199355.77795473,5987799.176932977,240357879.67660183,240357879.6766028,279080089.9532188 
 01/30  06:00:00,0.0,252391762.86218667,26284081.875110786,87158392.55936149,37331912.91090091,5987799.176932977,266085637.2569083,266085637.25690928,281796346.8621867 
 01/30  07:00:00,0.0,214282897.2394192,27613896.938352972,120284500.51693058,33840420.71450576,5987799.176932977,286206295.8259784,286206295.82597935,452329927.24515563 
 01/30  08:00:00,0.0,186639150.04051083,26284081.875110786,146293383.9335011,31265914.500947524,5987799.176932977,273191238.91127795,273191238.91127896,468332428.0416258 
 01/30  09:00:00,0.0,184462622.01411718,18466671.234855436,149227177.34515285,31036074.342433706,5987799.176932977,266883025.8075492,266883025.80755025,461043672.95939535 
 01/30  10:00:00,0.0,155146192.74368685,15807040.873338813,139867388.97765952,28049449.53983313,5987799.176932977,241642075.13787997,241642075.137881,415595267.27974105 
 01/30  11:00:00,0.0,112038554.93426344,15807040.873338813,128503692.2426721,23800601.565318353,5987799.176932977,211833080.3714533,211833080.37145436,330716412.6255363 
 01/30  12:00:00,1099720.3907665613,68490369.04180446,15807040.873338813,130177723.87517832,21278869.43462678,5987799.176932977,202520418.61732632,202520418.6173274,242753088.4457305 
 01/30  13:00:00,4167705.185356089,0.0,15590730.651414875,128385990.86668785,20654534.663713954,5987799.176932977,201241551.92085397,201241551.92085493,151628802.29763117 
 01/30  14:00:00,7581354.284557346,0.0,15807040.873338813,123481597.34515285,21664871.74608822,5987799.176932977,198087435.191617,198087435.19161806,141455027.6917682 
 01/30  15:00:00,12064424.605437834,0.0,15807040.873338813,121807565.71264665,20090224.701456085,5987799.176932977,193765304.99461067,193765304.99461168,111379003.00613096 
 01/30  16:00:00,6828443.6527446415,0.0,19796486.53312959,126829660.61016576,20058267.11373604,5987799.176932977,199202822.4683379,199202822.46833885,141367361.8279125 
 01/30  17:00:00,1364843.9568852896,0.0,29105192.44588942,161629800.20024115,18775617.220415577,5987799.176932977,237522412.47313765,237522412.4731386,145269992.53668243 
 01/30  18:00:00,0.0,0.0,35592787.787870474,204884491.0712216,18468721.817286752,5987799.176932977,313130039.95039284,313130039.95039374,217766596.09822944 
 01/30  19:00:00,0.0,22684885.136592105,44901493.93566237,204645835.6122203,18281580.4936938,5987799.176932977,320866436.20984715,320866436.20984715,281302840.7159506 
 01/30  20:00:00,0.0,73163888.18958673,51550569.72193773,185571734.18467608,20067776.08592144,5987799.176932977,316104977.04241204,316104977.042413,304749398.7710881 
 01/30  21:00:00,0.0,78553190.72963533,51550569.72193773,178875607.65465096,20554947.60310812,5987799.176932977,311426601.18531686,311426601.1853179,298571078.28362393 
 01/30  22:00:00,0.0,76409059.88974512,38252418.149386905,164823601.124626,20357212.611487105,5987799.176932977,283046845.40877616,283046845.40877724,254748606.10366237 
 01/30  23:00:00,0.0,87412507.80621193,24954266.576836366,134031278.26953766,21481878.777991008,5987799.176932977,243560391.03729594,243560391.037297,231789634.88284212 
 01/30  24:00:00,0.0,107557875.03561375,15645560.66407668,104912987.04695597,23520589.45794336,5987799.176932977,214048884.36548418,214048884.36548528,189205121.36835143 
 01/31  01:00:00,0.0,126822942.5160915,11656115.239317864,79472635.82437395,25428102.142817747,5987799.176932977,192747926.94145262,192747926.94145364,156227526.5160915 
 01/31  02:00:00,0.0,155064945.31561,11656115.239317864,72776509.29434878,28269868.569939766,5987799.176932977,198441926.57410765,198441926.57410866,184469529.31561 
 01/31  03:00:00,0.0,176117418.1452562,11656115.239317864,69428446.02933633,30334491.412011977,5987799.176932977,204183723.2266991,204183723.2267001,205522002.14525622 
 01/31  04:00:00,0.0,178421051.1739347,11656115.239317864,67754414.39683005,30546685.482100077,5987799.176932977,203482236.06605348,203482236.0660546,207825635.17393473 
 01/31  05:00:00,0.0,192377619.06614822,16975375.727318894,71432354.39683005,31914690.440312088,5987799.176932977,218262439.48869145,218262439.48869252,221782203.06614822 
 01/31  06:00:00,0.0,208110885.8108067,26284081.875110786,87158392.55936149,33351481.327521663,5987799.176932977,249392401.95556784,249392401.9555688,237515469.8108067 
 01/31  07:00:00,0.0,185392142.49856326,27613896.938352972,120284500.51693058,31168843.55329322,5987799.176932977,274880752.3737041,274880752.373705,423514452.88879424 
 01/31  08:00:00,0.0,161737526.11514282,26284081.875110786,146293383.9335011,28904792.14228365,5987799.176932977,263147481.3114335,263147481.31143448,460345939.52956104 
 01/31  09:00:00,0.0,156071699.87679234,18466671.234855436,149227177.34515285,28310121.06648789,5987799.176932977,255812489.98148787,255812489.98148882,436333505.58733094 
 01/31  10:00:00,0.0,125158308.79643919,15807040.873338813,139867388.97765952,25223448.736686308,5987799.176932977,230094781.4937939,230094781.49379492,368124858.36850715 
 01/31  11:00:00,0.0,57975823.52287679,15807040.873338813,128503692.2426721,18676489.459848356,5987799.176932977,189168752.88432375,189168752.88432467,278953045.13470143 
 01/31  12:00:00,673091.5695388075,12611771.059180412,15807040.873338813,130177723.87517832,16205281.613206265,5987799.176932977,179355470.4293886,179355470.42938963,190971927.1106274 
 01/31  13:00:00,2026649.7084762538,0.0,15590730.651414875,128385990.86668785,15822414.799868967,5987799.176932977,179338173.54852533,179338173.5485263,144413440.912523 
 01/31  14:00:00,270185.42898178013,0.0,15807040.873338813,123481597.34515285,16431842.933734387,5987799.176932977,174051019.54014707,174051019.54014805,141487470.15362254 
 01/31  15:00:00,37124.631121814054,0.0,15807040.873338813,121807565.71264665,15064212.583097259,5987799.176932977,169498949.28159744,169498949.28159833,111413133.46984321 
 01/31  16:00:00,540468.6974428068,0.0,19796486.53312959,126829660.61016576,16495353.121608607,5987799.176932977,181655871.89931673,181655871.89931774,141397354.69964 
 01/31  17:00:00,0.0,0.0,29105192.44588942,161629800.20024115,16847212.83503986,5987799.176932977,227705700.01380348,227705700.0138045,174277198.04741675 
 01/31  18:00:00,0.0,24817190.067176126,35592787.787870474,204884491.0712216,17594798.167266134,5987799.176932977,308461461.80349374,308461461.8034946,226233201.04795778 
 01/31  19:00:00,0.0,51681426.12247181,44901493.93566237,204645835.6122203,18096317.321909033,5987799.176932977,319766756.06139606,319766756.0613962,299641702.0242567 
 01/31  20:00:00,0.0,62558292.40597701,51550569.72193773,185571734.18467608,18981567.058691956,5987799.176932977,311024619.539526,311024619.539527,289194883.9937261 
 01/31  21:00:00,0.0,46987377.994264394,51550569.72193773,178875607.65465096,17683707.98716407,5987799.176932977,298237630.9350775,298237630.9350784,267094182.43052506 
 01/31  22:00:00,0.0,48936886.296263605,38252418.149386905,164823601.124626,17894452.212683104,5987799.176932977,271654343.2773274,271654343.2773284,227391136.26173663 
 01/31  23:00:00,0.0,87077592.01063117,24954266.576836366,134031278.26953766,21516682.08690446,5987799.176932977,243707024.2201304,243707024.2201314,260239194.53738934 
 01/31  24:00:00,0.0,121230890.5960277,15645560.66407668,104912987.04695597,24948901.724128637,5987799.176932977,220384659.57160923,220384659.57161012,202715896.81060863 
 02/01  01:00:00,0.0,161910465.91806743,11656115.239317864,79472635.82437395,28998327.202697065,5987799.176932977,208612657.5485204,208612657.54852143,191315049.91806743 
 02/01  02:00:00,0.0,192863943.6232828,11656115.239317864,72776509.29434878,31969660.19084075,5987799.176932977,214590099.14419574,214590099.14419675,222268527.6232828 
 02/01  03:00:00,0.0,222455892.18123168,11656115.239317864,69428446.02933633,34689482.52941738,5987799.176932977,222605927.43631777,222605927.43631878,251860476.18123168 
 02/01  04:00:00,0.0,254061373.93201244,11656115.239317864,67754414.39683005,37588833.480277754,5987799.176932977,232965519.64065832,232965519.64065924,283465957.93201244 
 02/01  05:00:00,0.0,272294322.1538271,16975375.727318894,71432354.39683005,39229624.480351,5987799.176932977,248831630.13867953,248831630.13868052,301698906.1538271 
 02/01  06:00:00,0.0,251551995.2772361,26284081.875110786,87158392.55936149,37280590.24486557,5987799.176932977,266042940.69141057,266042940.6914115,280956579.27723616 
 02/01  07:00:00,0.0,213525418.12515274,27613896.938352972,120284500.51693058,33815202.86092515,5987799.176932977,286226605.5336416,286226605.53364253,451663306.50640625 
 02/01  08:00:00,0.0,183254912.73707086,26284081.875110786,146293383.9335011,30982708.87424361,5987799.176932977,271920936.1734091,271920936.17341006,465048254.2875452 
 02/01  09:00:00,0.0,149106135.4188279,18466671.234855436,149227177.34515285,27519404.091374546,5987799.176932977,251712969.4433915,251712969.44339252,425791113.34322107 
 02/01  10:00:00,0.0,127463289.73524731,15807040.873338813,139867388.97765952,25419686.5071549,5987799.176932977,230287861.56659448,230287861.56659546,389492279.4037038 
 02/01  11:00:00,0.0,112415065.83786632,15807040.873338813,128503692.2426721,23886437.660132017,5987799.176932977,212059149.4788063,212059149.47880727,333396434.6504595 
 02/01  12:00:00,1973676.9450282007,68678435.75274381,15807040.873338813,130177723.87517832,22618650.70260401,5987799.176932977,208246806.95980197,208246806.95980293,247065152.47297361 
 02/01  13:00:00,11041760.073110513,0.0,15590730.651414875,128385990.86668785,21826551.73483926,5987799.176932977,206421771.80625433,206421771.80625528,144368264.58578423 
 02/01  14:00:00,11891960.80769823,0.0,15807040.873338813,123481597.34515285,23809036.965208538,5987799.176932977,209023895.85160077,209023895.8516019,141478672.25795802 
 02/01  15:00:00,6346421.190002659,0.0,15807040.873338813,121807565.71264665,22986456.986744825,5987799.176932977,206910790.6458891,206910790.64589003,111392985.85429466 
 02/01  16:00:00,2382788.8368041785,0.0,19796486.53312959,126829660.61016576,23252797.493638482,5987799.176932977,213098474.73238313,213098474.73238412,141389627.56848383 
 02/01  17:00:00,529018.6958221521,34641256.42194132,29105192.44588942,161629800.20024115,21785757.90451654,5987799.176932977,250242661.17480803,250242661.17480904,180766827.354687 
 02/01  18:00:00,0.0,78342471.20003682,35592787.787870474,204884491.0712216,20537720.4960146,5987799.176932977,322068541.69091105,322068541.690912,295287534.4144926 
 02/01  19:00:00,0.0,77789004.89066756,44901493.93566237,204645835.6122203,20481499.666922748,5987799.176932977,330805936.9062949,330805936.90629417,341608193.4337419 
 02/01  20:00:00,0.0,95267051.20903516,51550569.72193773,185571734.18467608,22254466.470549636,5987799.176932977,325830237.9719977,325830237.9719987,321891999.62012076 
 02/01  21:00:00,0.0,90136993.42991331,51550569.72193773,178875607.65465096,21672952.3280294,5987799.176932977,316433471.37673306,316433471.37673414,310219943.52590597 
 02/01  22:00:00,0.0,98926744.85301965,38252418.149386905,164823601.124626,22635772.658412747,5987799.176932977,293160097.661829,293160097.6618301,277295309.6887982 
 02/01  23:00:00,0.0,136909324.9812821,24954266.576836366,134031278.26953766,26409701.456841823,5987799.176932977,265317247.05713052,265317247.05713162,281331566.9298952 
 02/01  24:00:00,0.0,165881936.8058001,15645560.66407668,104912987.04695597,29266306.339543045,5987799.176932977,238897980.82080978,238897980.8208108,247485706.35805646 
 02/02  01:00:00,0.0,180831457.3559967,11656115.239317864,79472635.82437395,30710582.20499069,5987799.176932977,215570285.1697852,215570285.16978627,210236041.3559967 
 02/02  02:00:00,0.0,199381434.27086616,11656115.239317864,72776509.29434878,32522034.1739473,5987799.176932977,216669342.60625783,216669342.6062589,228786018.27086616 
 02/02  03:00:00,0.0,210735465.96229532,11656115.239317864,69428446.02933633,33528042.206398748,5987799.176932977,217587731.6922715,217587731.69227245,240140049.96229532 
 02/02  04:00:00,0.0,215643273.2745897,11656115.239317864,67754414.39683005,33991881.885229826,5987799.176932977,217878860.92938197,217878860.92938298,245047857.2745897 
 02/02  05:00:00,0.0,195700686.12145874,16975375.727318894,71432354.39683005,32098751.845103536,5987799.176932977,219055378.19997618,219055378.19997728,225105270.12145874 
 02/02  06:00:00,0.0,204950440.5713611,26284081.875110786,87158392.55936149,33088136.729337543,5987799.176932977,248328641.67082432,248328641.67082536,234355024.5713611 
 02/02  07:00:00,0.0,221348165.4655467,27613896.938352972,120284500.51693058,34535960.76377258,5987799.176932977,288970516.594792,288970516.5947929,463962850.74264324 
 02/02  08:00:00,0.0,204706540.22884446,26284081.875110786,146293383.9335011,32908635.993917383,5987799.176932977,279793640.6960341,279793640.696035,508195300.56829023 
 02/02  09:00:00,0.0,152664485.58602798,18466671.234855436,149227177.34515285,27779536.569114648,5987799.176932977,252783909.3521366,252783909.35213763,433395432.42817444 
 02/02  10:00:00,0.0,110207470.81667167,15807040.873338813,139867388.97765952,23633054.51621437,5987799.176932977,222496146.91475642,222496146.91475743,344292231.99147385 
 02/02  11:00:00,565921.1072828701,87703492.27927065,15807040.873338813,128503692.2426721,21863143.40489069,5987799.176932977,203369823.77654332,203369823.77654427,308756950.7776996 
 02/02  12:00:00,9313464.329632973,1469722.9271375749,15807040.873338813,130177723.87517832,21706574.399336226,5987799.176932977,204305498.82370275,204305498.82370377,179860180.27933317 
 02/02  13:00:00,26398164.139888808,0.0,15590730.651414875,128385990.86668785,22784311.49488795,5987799.176932977,211382057.7409553,211382057.7409563,144452780.95196468 
 02/02  14:00:00,31223724.557226725,0.0,15807040.873338813,123481597.34515285,25119515.14764091,5987799.176932977,213502132.34537065,213502132.34537166,141510408.11811927 
 02/02  15:00:00,23007668.169088192,0.0,15807040.873338813,121807565.71264665,23106443.87173205,5987799.176932977,207200343.88815767,207200343.8881586,131786962.08839515 
 02/02  16:00:00,13975064.445424415,0.0,19796486.53312959,126829660.61016576,22012097.08792721,5987799.176932977,208190175.11229867,208190175.1122996,120543122.20744821 
 02/02  17:00:00,6431575.959122064,0.0,29105192.44588942,161629800.20024115,20011089.241449114,5987799.176932977,243429039.06028613,243429039.0602872,174255563.0336377 
 02/02  18:00:00,1254708.5461269733,0.0,35592787.787870474,204884491.0712216,18427512.181373566,5987799.176932977,313224621.3488364,313224621.3488375,218038129.85465744 
 02/02  19:00:00,419968.62747401436,0.0,44901493.93566237,204645835.6122203,18726350.645977937,5987799.176932977,323522947.8327227,323522947.8327227,230442980.3884972 
 02/02  20:00:00,0.0,0.0,51550569.72193773,185571734.18467608,19554929.417508177,5987799.176932977,314071227.3822171,314071227.382218,244719775.58313388 
 02/02  21:00:00,0.0,80951759.3922251,51550569.72193773,178875607.65465096,20914324.708170887,5987799.176932977,312956223.2944386,312956223.2944396,290939258.0036154 
 02/02  22:00:00,0.0,93772193.81772596,38252418.149386905,164823601.124626,22057503.09226817,5987799.176932977,290502346.3634215,290502346.36342263,268315783.53703383 
 02/02  23:00:00,0.0,118591339.68354672,24954266.576836366,134031278.26953766,24584705.327055134,5987799.176932977,257182275.92315117,257182275.9231522,288960528.09132075 
 02/02  24:00:00,0.0,151655565.85719,15645560.66407668,104912987.04695597,27840311.745835073,5987799.176932977,232536917.42876214,232536917.42876312,233085514.4361649 
 02/03  01:00:00,0.0,165490456.58299214,11656115.239317864,79472635.82437395,29139996.262556877,5987799.176932977,208463984.3354398,208463984.33544087,194895040.58299214 
 02/03  02:00:00,0.0,159621864.0505427,11656115.239317864,72776509.29434878,28577104.431226768,5987799.176932977,199433583.91526932,199433583.91527033,189026448.05054274 
 02/03  03:00:00,0.0,171012679.35866988,11656115.239317864,69428446.02933633,29766504.739770368,5987799.176932977,201301884.28974044,201301884.28974146,200417263.35866988 
 02/03  04:00:00,0.0,195862630.24970016,11656115.239317864,67754414.39683005,32177689.49489157,5987799.176932977,210088294.76957422,210088294.76957524,225267214.24970016 
 02/03  05:00:00,0.0,202713298.198765,16975375.727318894,71432354.39683005,32788121.569941133,5987799.176932977,221813635.2281344,221813635.22813544,232117882.198765 
 02/03  06:00:00,0.0,208116594.75008467,26284081.875110786,87158392.55936149,33323846.639325064,5987799.176932977,249163411.41478002,249163411.414781,237521178.75008467 
 02/03  07:00:00,0.0,187147504.03501037,27613896.938352972,120284500.51693058,31309378.091521107,5987799.176932977,275405202.2467575,275405202.2467586,425365398.76292765 
 02/03  08:00:00,0.0,148549197.1528833,26284081.875110786,146293383.9335011,27490923.882467315,5987799.176932977,256666008.43852258,256666008.43852362,430431632.9119035 
 02/03  09:00:00,0.0,144452706.0912973,18466671.234855436,149227177.34515285,27063485.784440916,5987799.176932977,249640338.62707552,249640338.62707663,421630537.9875139 
 02/03  10:00:00,0.0,102882912.94126193,15807040.873338813,139867388.97765952,22862311.915804565,5987799.176932977,219190871.21130642,219190871.21130747,364606776.1608385 
 02/03  11:00:00,1463343.208666124,34860913.31240239,15807040.873338813,128503692.2426721,19142591.423532438,5987799.176932977,191177685.69845784,191177685.69845882,255902125.88819826 
 02/03  12:00:00,5556624.438863173,0.0,15807040.873338813,130177723.87517832,18606492.166317206,5987799.176932977,190648505.6036532,190648505.60365412,178407979.32715493 
 02/03  13:00:00,15124217.14268554,0.0,15590730.651414875,128385990.86668785,19760497.901200518,5987799.176932977,198321338.58659315,198321338.58659416,144411488.81520823 
 02/03  14:00:00,13069458.938943317,0.0,15807040.873338813,123481597.34515285,20167305.80115048,5987799.176932977,191978488.6501111,191978488.65011206,141502756.49149156 
 02/03  15:00:00,12241379.519636473,0.0,15807040.873338813,121807565.71264665,19893761.162661605,5987799.176932977,192849277.0602344,192849277.0602354,111417885.95056489 
 02/03  16:00:00,6742045.616314201,0.0,19796486.53312959,126829660.61016576,19338975.882321045,5987799.176932977,195813622.15685934,195813622.15686026,141411492.0184375 
 02/03  17:00:00,1504728.9025200428,0.0,29105192.44588942,161629800.20024115,18518177.686246455,5987799.176932977,236250784.57779902,236250784.5778,171952141.40477288 
 02/03  18:00:00,10624.936916402585,0.0,35592787.787870474,204884491.0712216,18461378.017625652,5987799.176932977,313089608.4123336,313089608.4123347,189135299.48981786 
 02/03  19:00:00,215706.0809280115,0.0,44901493.93566237,204645835.6122203,17664486.54095571,5987799.176932977,318106810.0767878,318106810.0767881,263893358.55229223 
 02/03  20:00:00,571962.311798165,0.0,51550569.72193773,185571734.18467608,16802957.592819996,5987799.176932977,301201056.6110253,301201056.6110262,226690390.06710145 
 02/03  21:00:00,38205.66654912053,11747498.95874411,51550569.72193773,178875607.65465096,18217030.9492655,5987799.176932977,300841180.902611,300841180.902612,231918922.38655612 
 02/03  22:00:00,0.0,69725859.85693592,38252418.149386905,164823601.124626,19711827.236073337,5987799.176932977,280156251.4233693,280156251.42337024,248132026.66711703 
 02/03  23:00:00,0.0,92049278.55639686,24954266.576836366,134031278.26953766,21982187.349206798,5987799.176932977,245749065.13979927,245749065.13980028,250238442.72268894 
 02/03  24:00:00,0.0,120767602.92155465,15645560.66407668,104912987.04695597,24818442.477946594,5987799.176932977,219655417.04392743,219655417.04392838,215971680.9236737 
 02/04  01:00:00,0.0,142820939.3926183,11656115.239317864,79472635.82437395,26993755.930618357,5987799.176932977,199414568.0589036,199414568.05890462,172225523.3926183 
 02/04  02:00:00,0.0,160767702.67991817,11656115.239317864,72776509.29434878,28756925.624617107,5987799.176932977,200301118.64542267,200301118.64542368,190172286.67991817 
 02/04  03:00:00,0.0,181505249.72703987,11656115.239317864,69428446.02933633,30836713.360780355,5987799.176932977,206086002.72864297,206086002.72864392,210909833.72703987 
 02/04  04:00:00,0.0,186487937.3032715,11656115.239317864,67754414.39683005,31292586.1947178,5987799.176932977,206462779.58879167,206462779.58879268,215892521.3032715 
 02/04  05:00:00,0.0,188386970.09076935,16975375.727318894,71432354.39683005,31495869.68539857,5987799.176932977,216380512.72974724,216380512.72974834,217791554.09076935 
 02/04  06:00:00,0.0,198971701.27855718,26284081.875110786,87158392.55936149,32494203.069637895,5987799.176932977,245724079.31417167,245724079.31417271,228376285.27855718 
 02/04  07:00:00,0.0,202767476.04451096,27613896.938352972,120284500.51693058,32828795.575939238,5987799.176932977,281766211.7193363,281766211.7193372,441001049.37400496 
 02/04  08:00:00,0.0,154667265.78370982,26284081.875110786,146054728.47449982,28040593.864770874,5987799.176932977,258776861.30656922,258776861.3065702,436604183.4889155 
 02/04  09:00:00,0.0,102615881.02040616,16975375.727318894,147728760.107006,22835065.551896147,5987799.176932977,228232923.81397694,228232923.8139779,379425523.39617866 
 02/04  10:00:00,0.0,79415841.58769774,14315745.365802372,138368971.73951268,20636969.570673764,5987799.176932977,206330017.08729511,206330017.08729613,341544431.8833912 
 02/04  11:00:00,1867460.2342559823,40729763.053822026,14315745.365802372,127005275.00452524,20197172.113022923,5987799.176932977,192923309.19138303,192923309.191384,261777371.6314407 
 02/04  12:00:00,7802374.638702088,0.0,14315745.365802372,128679306.63703147,20648670.82217294,5987799.176932977,197205406.61597806,197205406.61597905,178426394.42405918 
 02/04  13:00:00,12060055.29624003,0.0,14315745.365802372,127005275.00452524,21457754.43499232,5987799.176932977,200278966.43244675,200278966.43244776,144389193.4676878 
 02/04  14:00:00,20563778.18114499,0.0,14315745.365802372,121983180.10700601,22558636.628185928,5987799.176932977,199732909.72159636,199732909.72159734,141499075.13844708 
 02/04  15:00:00,19985447.65777941,0.0,14315745.365802372,120309148.4744998,21774040.188785072,5987799.176932977,194335285.26958996,194335285.26959088,111408894.229956 
 02/04  16:00:00,9073176.098061064,0.0,18305191.025593143,125331243.3720189,18348792.412789807,5987799.176932977,187779737.92531645,187779737.9253174,141410925.73972243 
 02/04  17:00:00,2952820.1563937464,0.0,27613896.938352972,160131382.9620943,16754214.18585115,5987799.176932977,224644374.00441292,224644374.00441387,145338838.2948925 
 02/04  18:00:00,2518141.6031473167,0.0,35592787.787870474,204645835.6122203,16313850.041522257,5987799.176932977,296044460.6452824,296044460.64528346,217886105.59765667 
 02/04  19:00:00,1051184.9479001032,0.0,44901493.93566237,204645835.6122203,16693008.262802415,5987799.176932977,313888487.2851856,313888487.2851863,263920622.38511905 
 02/04  20:00:00,4614.397610360848,0.0,51550569.72193773,185571734.18467608,17676295.936840087,5987799.176932977,305725929.2182296,305725929.2182306,226704559.26627553 
 02/04  21:00:00,0.0,0.0,51550569.72193773,178875607.65465096,17957351.296221025,5987799.176932977,299834184.3157518,299834184.31575274,220151668.94187087 
 02/04  22:00:00,0.0,38804561.212788306,38252418.149386905,164823601.124626,18259907.649786685,5987799.176932977,273413448.9712451,273413448.97124606,217212564.17928603 
 02/04  23:00:00,0.0,81531680.52594818,24954266.576836366,134031278.26953766,20925813.776120536,5987799.176932977,240967167.32072628,240967167.32072726,225983024.493678 
 02/04  24:00:00,0.0,88555183.3367314,15645560.66407668,104912987.04695597,21545894.602651984,5987799.176932977,205031563.82479987,205031563.82480082,174473522.89527303 
 02/05  01:00:00,0.0,99444774.6764952,11656115.239317864,79472635.82437395,22696861.68334179,5987799.176932977,180578075.0507411,180578075.05074215,148926473.42206398 
 02/05  02:00:00,0.0,139445276.575944,11656115.239317864,72776509.29434878,26728774.701451335,5987799.176932977,191526900.20470005,191526900.2047011,168849860.575944 
 02/05  03:00:00,0.0,187142620.75118747,11656115.239317864,69428446.02933633,31406055.759015337,5987799.176932977,208401458.7139489,208401458.71394998,216547204.75118747 
 02/05  04:00:00,0.0,185461210.23356563,11656115.239317864,67754414.39683005,31149302.510224544,5987799.176932977,205791530.12173167,205791530.12173268,214865794.23356563 
 02/05  05:00:00,0.0,174692577.4095496,16975375.727318894,71432354.39683005,30178621.863842975,5987799.176932977,210754464.3337682,210754464.33376923,204097161.40954962 
 02/05  06:00:00,0.0,172810960.6283365,26284081.875110786,87158392.55936149,30006816.4901118,5987799.176932977,235180889.8958215,235180889.89582247,202215544.6283365 
 02/05  07:00:00,0.0,169491315.33540362,27613896.938352972,120284500.51693058,29698752.91209731,5987799.176932977,268539638.55461293,268539638.55461407,407747479.23417425 
