Date/Time,Cooling:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),Electricity:Facility [J](Hourly),ElectricityNet:Facility [J](Hourly),NaturalGas:Facility [J](Hourly) 
 07/24  21:00:00,0.0,0.0,38252418.149386905,164823601.124626,13740464.396913761,132964.3652307693,246166815.83463907,246166815.8346401,139073557.66229635 
 07/24  22:00:00,40418337.393280305,0.0,24954266.576836366,134031278.26953766,25107124.778150138,4524090.474007425,258252314.86125648,258252314.86125743,126970669.78813681 
 07/24  23:00:00,30674689.529303778,0.0,15645560.66407668,104912987.04695597,21914736.198939063,5987799.176932977,207897204.92201537,207897204.92201632,54860226.173175156 
 07/24  24:00:00,15391019.529515818,0.0,11656115.239317864,79472635.82437395,17747045.16132047,5987799.176932977,158551433.80298042,158551433.80298144,29404584.0 
 07/25  01:00:00,8735145.181539843,0.0,11656115.239317864,72776509.29434878,15989316.024658471,5987799.176932977,143287017.72162157,143287017.7216226,29404584.0 
 07/25  02:00:00,5794759.404394048,0.0,11656115.239317864,69428446.02933633,15225787.01480605,5987799.176932977,136163427.2342254,136163427.23422635,29404584.0 
 07/25  03:00:00,4316357.928128079,0.0,11656115.239317864,67754414.39683005,14844781.840355024,5987799.176932977,132596149.9110367,132596149.91103768,29404584.0 
 07/25  04:00:00,3800500.6598315886,0.0,16975375.727318894,71432354.39683005,14711143.26111374,5987799.176932977,140937194.77659515,140937194.77659613,29404584.0 
 07/25  05:00:00,6073786.69485109,0.0,26284081.875110786,87158392.55936149,15294072.912431141,5987799.176932977,162182338.39661893,162182338.39661992,29404584.0 
 07/25  06:00:00,20264510.931675564,0.0,27613896.938352972,120284500.51693058,19078385.95556771,5987799.176932977,194736165.91299164,194736165.91299263,183616042.57274592 
 07/25  07:00:00,35634281.19760861,0.0,26284081.875110786,146293383.9335011,23343351.13395364,5987799.176932977,239519483.72990865,239519483.72990957,228734803.65958834 
 07/25  08:00:00,10666917.903634662,0.0,18466671.234855436,149227177.34515285,16640360.891914412,1596673.0681563208,198316467.48724094,198316467.4872419,221303169.06751114 
 07/25  09:00:00,0.0,0.0,15807040.873338813,139867388.97765952,13740464.396913761,132964.3652307693,171161623.78631833,171161623.78631935,182327610.96704057 
 07/25  10:00:00,0.0,0.0,15807040.873338813,128503692.2426721,13740464.396913761,132964.3652307693,159857243.12405813,159857243.1240591,177954630.177747 
 07/25  11:00:00,0.0,0.0,15807040.873338813,130177723.87517832,13740464.396913761,132964.3652307693,161562157.34723207,161562157.34723303,142272673.68657285 
 07/25  12:00:00,42286616.741559334,0.0,15590730.651414875,128385990.86668785,26321548.149865746,3060381.771081873,217848656.82104522,217848656.8210461,123988172.46185137 
 07/25  13:00:00,21607063.688830554,0.0,15807040.873338813,123481597.34515285,20882604.66715634,1596673.068156321,185241226.33916405,185241226.33916503,101854782.48636213 
 07/25  14:00:00,52349206.14796634,0.0,15807040.873338813,121807565.71264665,29387746.714944407,3060381.7710818728,224569796.92763424,224569796.92763516,105065821.7670511 
 07/25  15:00:00,0.0,0.0,19796486.53312959,126829660.61016576,13740464.396913761,132964.3652307693,162142400.33016795,162142400.3301689,110115939.38635173 
 07/25  16:00:00,26094855.862486716,0.0,29105192.44588942,161629800.20024115,21533066.46596072,1596673.0681563208,242278273.0462899,242278273.04629093,120274313.31506504 
 07/25  17:00:00,0.0,0.0,35592787.787870474,204884491.0712216,13740464.396913761,132964.3652307693,257223497.7157663,257223497.71576726,167556939.21906495 
 07/25  18:00:00,0.0,0.0,44901493.93566237,204645835.6122203,13740464.396913761,132964.3652307693,266286904.83201036,266286904.8320113,214023270.11572194 
 07/25  19:00:00,0.0,0.0,51550569.72193773,185571734.18467608,13740464.396913761,132964.3652307693,253533753.20900247,253533753.20900345,181151670.30163035 
 07/25  20:00:00,0.0,0.0,51550569.72193773,178875607.65465096,13740464.396913761,132964.3652307693,273680430.8353838,273680430.8353847,177424857.7475345 
 07/25  21:00:00,0.0,0.0,38252418.149386905,164823601.124626,13740464.396913761,132964.3652307693,246166815.83463907,246166815.8346401,142232861.7910421 
 07/25  22:00:00,62772748.72899996,0.0,24954266.576836366,134031278.26953766,32258357.45512169,4524090.474007425,287961582.2864926,287961582.2864934,111795625.70699039 
 07/25  23:00:00,60081459.66384907,0.0,15645560.66407668,104912987.04695597,30500331.550526507,5987799.176932977,246195379.19851863,246195379.19851965,80464001.78030178 
 07/25  24:00:00,42625378.75339252,0.0,11656115.239317864,79472635.82437395,25371969.699030306,5987799.176932977,193714362.67031693,193714362.67031792,29404584.0 
 07/26  01:00:00,33600661.1261,0.0,11656115.239317864,72776509.29434878,22811125.817127757,5987799.176932977,175256812.49773383,175256812.4977349,29404584.0 
 07/26  02:00:00,26370429.74474173,0.0,11656115.239317864,69428446.02933633,20800959.06407594,5987799.176932977,162551282.68924576,162551282.68924665,29404584.0 
 07/26  03:00:00,20283942.195408165,0.0,11656115.239317864,67754414.39683005,19122651.529988624,5987799.176932977,153024355.07456788,153024355.07456887,29404584.0 
 07/26  04:00:00,16744328.410147818,0.0,16975375.727318894,71432354.39683005,18149397.189722046,5987799.176932977,157467016.01010525,157467016.0101063,29404584.0 
 07/26  05:00:00,19625873.004161265,0.0,26284081.875110786,87158392.55936149,18932944.99275414,5987799.176932977,179522760.0203089,179522760.02030987,29404584.0 
 07/26  06:00:00,46276821.264770135,0.0,27613896.938352972,120284500.51693058,26536869.539524693,5987799.176932977,228479817.40043023,228479817.40043125,156282498.39469087 
 07/26  07:00:00,35644964.78175826,0.0,26284081.875110786,146293383.9335011,23923667.72688988,3060381.7710818728,237141574.47724974,237141574.47725064,224090655.71500456 
 07/26  08:00:00,0.0,0.0,18466671.234855436,149227177.34515285,13740464.396913761,132964.3652307693,183152460.1909393,183152460.1909403,221294397.12838733 
 07/26  09:00:00,0.0,0.0,15807040.873338813,139867388.97765952,13740464.396913761,132964.3652307693,171161623.78631833,171161623.78631935,212971800.0043492 
 07/26  10:00:00,0.0,0.0,15807040.873338813,128503692.2426721,13740464.396913761,132964.3652307693,159857243.12405813,159857243.1240591,177925350.41736117 
 07/26  11:00:00,83673697.12843381,0.0,15807040.873338813,130177723.87517832,40987428.29978577,4524090.474007425,277833049.11049396,277833049.1104949,142209627.40253556 
 07/26  12:00:00,25911032.07384532,0.0,15590730.651414875,128385990.86668785,21392885.577305023,1596673.068156321,194855204.59487548,194855204.5948764,111749249.22742999 
 07/26  13:00:00,57245647.88656946,0.0,15807040.873338813,123481597.34515285,32218743.138280448,3060381.7710818728,234027772.87689573,234027772.8768967,110191778.33709179 
 07/26  14:00:00,86913463.16693264,0.0,15807040.873338813,121807565.71264665,41313046.62760182,4524090.474007425,272883190.3257654,272883190.32576627,97708920.40370011 
 07/26  15:00:00,20279781.496466707,0.0,19796486.53312959,126829660.61016576,20141589.570962384,1596673.068156321,190525961.82342649,190525961.82342744,97138833.52350974 
 07/26  16:00:00,314413.91068558354,0.0,29105192.44588942,161629800.20024115,13822758.807598196,1596673.0681563208,208541914.5901777,208541914.59017873,137064408.9490583 
 07/26  17:00:00,0.0,0.0,35592787.787870474,204884491.0712216,13740464.396913761,132964.3652307693,257223497.7157663,257223497.71576726,176187879.45108217 
 07/26  18:00:00,0.0,0.0,44901493.93566237,204645835.6122203,13740464.396913761,132964.3652307693,266286904.83201036,266286904.8320113,183229191.6611362 
 07/26  19:00:00,0.0,0.0,51550569.72193773,185571734.18467608,13740464.396913761,132964.3652307693,253533753.20900247,253533753.20900345,189875496.76510832 
 07/26  20:00:00,0.0,0.0,51550569.72193773,178875607.65465096,13740464.396913761,132964.3652307693,273680430.8353838,273680430.8353847,168898826.848943 
 07/26  21:00:00,0.0,0.0,38252418.149386905,164823601.124626,13740464.396913761,132964.3652307693,246166815.83463907,246166815.8346401,142272188.5000985 
 07/26  22:00:00,74805011.0473011,0.0,24954266.576836366,134031278.26953766,37771297.95658404,3060381.771081873,304094391.72394645,304094391.7239472,139237208.89733544 
 07/26  23:00:00,119680421.58288074,0.0,15645560.66407668,104912987.04695597,50349902.30417785,5987799.176932977,326200442.02167505,326200442.02167606,54848600.59299535 
 07/26  24:00:00,85201688.60354128,0.0,11656115.239317864,79472635.82437395,38507160.53452894,5987799.176932977,249851393.29106352,249851393.29106444,29404584.0 
 07/27  01:00:00,67846116.75194645,0.0,11656115.239317864,72776509.29434878,33009358.13975239,5987799.176932977,220054907.40539938,220054907.40540046,29404584.0 
 07/27  02:00:00,60502675.95916695,0.0,11656115.239317864,69428446.02933633,30749280.579341725,5987799.176932977,206986817.83529413,206986817.83529514,29404584.0 
 07/27  03:00:00,48077724.82712047,0.0,11656115.239317864,67754414.39683005,27057162.426353186,5987799.176932977,189047616.67271426,189047616.67271528,29404584.0 
 07/27  04:00:00,40672966.95394171,0.0,16975375.727318894,71432354.39683005,24888116.30040051,5987799.176932977,188389154.6520862,188389154.65208727,29404584.0 
 07/27  05:00:00,42777505.48687037,0.0,26284081.875110786,87158392.55936149,25484654.029411215,5987799.176932977,209470787.49711668,209470787.49711767,29404584.0 
 07/27  06:00:00,67795980.64003696,0.0,27613896.938352972,120284500.51693058,33084778.008173592,5987799.176932977,256751429.32669643,256751429.32669747,167884934.76111925 
 07/27  07:00:00,45893579.20410962,0.0,26284081.875110786,146293383.9335011,27183216.181238547,4524090.474007425,252227600.2679584,252227600.26795933,244599184.31127888 
 07/27  08:00:00,0.0,0.0,18466671.234855436,149227177.34515285,13740464.396913761,132964.3652307693,183152460.1909393,183152460.1909403,221171132.0471551 
 07/27  09:00:00,0.0,0.0,15807040.873338813,139867388.97765952,13740464.396913761,132964.3652307693,171161623.78631833,171161623.78631935,182252225.52679467 
 07/27  10:00:00,64732487.76323857,0.0,15807040.873338813,128503692.2426721,34785824.29717451,3060381.771081873,249251384.50468785,249251384.50468877,177888440.23661178 
 07/27  11:00:00,15439268.32287182,0.0,15807040.873338813,130177723.87517832,18654170.17215904,1596673.0681563208,183604632.93477175,183604632.93477273,142218794.15475535 
 07/27  12:00:00,91779016.63333762,0.0,15590730.651414875,128385990.86668785,43160844.70263169,4524090.474007425,286139275.8768962,286139275.876897,111782452.42938414 
 07/27  13:00:00,118072168.2844347,0.0,15807040.873338813,123481597.34515285,53041622.89384556,4524090.474007425,317730420.49359316,317730420.49359393,110182792.06188212 
 07/27  14:00:00,180893599.35859564,0.0,15807040.873338813,121807565.71264665,72571558.30458206,5987799.176932977,400362189.0776962,400362189.0776969,108660456.59231433 
 07/27  15:00:00,178311738.9547795,0.0,19796486.53312959,126829660.61016576,72461149.854866,5987799.176932977,406732975.39665335,406732975.3966539,110124051.82162493 
 07/27  16:00:00,179142120.89620543,0.0,29105192.44588942,161629800.20024115,72769285.20502332,5987799.176932977,452375882.11472845,452375882.1147289,112224505.25125161 
 07/27  17:00:00,182976865.1650893,0.0,35592787.787870474,204884491.0712216,74408726.17847489,5987799.176932977,508441857.0254643,508441857.0254596,176138657.39732864 
 07/27  18:00:00,187201203.08521235,0.0,44901493.93566237,204645835.6122203,76176629.76619202,5987799.176932977,523528022.3466235,523528022.34661883,189356444.19384173 
 07/27  19:00:00,50515121.58733873,0.0,51550569.72193773,185571734.18467608,30763801.18078317,1596673.068156321,323213985.33424413,323213985.33424366,205413706.86654443 
 07/27  20:00:00,86820189.96511818,0.0,51550569.72193773,178875607.65465096,42056650.03414725,3060381.7710818728,392590227.98954034,392590227.98953855,171405916.74080995 
 07/27  21:00:00,106155584.00466862,0.0,38252418.149386905,164823601.124626,48318971.99187213,4524090.474007425,392416746.1484387,392416746.14843893,137252801.61757636 
 07/27  22:00:00,115544599.02068925,0.0,24954266.576836366,134031278.26953766,50781692.18584691,5987799.176932977,361295250.1993644,361295250.19936526,122085857.62467796 
 07/27  23:00:00,127996954.10535243,0.0,15645560.66407668,104912987.04695597,52797538.97851736,5987799.176932977,337042483.8365847,337042483.83658546,54851108.04410678 
 07/27  24:00:00,103087529.20800231,0.0,11656115.239317864,79472635.82437395,44095716.51998462,5987799.176932977,273500741.63156086,273500741.6315618,29404584.0 
 07/28  01:00:00,86735937.6178586,0.0,11656115.239317864,72776509.29434878,38723998.95673462,5987799.176932977,244850099.79983193,244850099.79983282,29404584.0 
 07/28  02:00:00,74904702.95010415,0.0,11656115.239317864,69428446.02933633,34980396.084841974,5987799.176932977,225778961.65101182,225778961.6510129,29404584.0 
 07/28  03:00:00,66184526.69079966,0.0,11656115.239317864,67754414.39683005,32297067.291733243,5987799.176932977,212595930.7278295,212595930.72783065,29404584.0 
 07/28  04:00:00,57972687.54998092,0.0,16975375.727318894,71432354.39683005,29822590.481491834,5987799.176932977,210816792.85841107,210816792.85841215,29404584.0 
 07/28  05:00:00,56873717.77238104,0.0,26284081.875110786,87158392.55936149,29492444.305764176,5987799.176932977,227732407.1059332,227732407.1059342,29404584.0 
 07/28  06:00:00,36819864.64371434,0.0,27613896.938352972,120284500.51693058,24188854.798204392,3060381.7710818728,213621955.35207745,213621955.35207844,181781184.80796662 
 07/28  07:00:00,0.0,0.0,26284081.875110786,146293383.9335011,13740464.396913761,132964.3652307693,187986188.84089947,187986188.84090042,230307082.2261819 
 07/28  08:00:00,0.0,0.0,18466671.234855436,149227177.34515285,13740464.396913761,132964.3652307693,183152460.1909393,183152460.1909403,221140149.64359957 
 07/28  09:00:00,22776004.979825363,0.0,15807040.873338813,139867388.97765952,21306994.09160967,1596673.068156321,203258277.55903804,203258277.5590391,182224558.5194214 
 07/28  10:00:00,65371911.02314834,0.0,15807040.873338813,128503692.2426721,35023528.64421843,5987799.176932977,253117772.49451077,253117772.49451166,177861639.0176935 
 07/28  11:00:00,182155073.37606838,0.0,15807040.873338813,130177723.87517832,73739612.37421575,5987799.176932977,411401676.2939773,411401676.29397774,142213666.4480695 
 07/28  12:00:00,178946938.47194502,0.0,15590730.651414875,128385990.86668785,71687415.44735779,5987799.176932977,403988146.4417232,403988146.4417238,111780939.48431054 
 07/28  13:00:00,178211001.94257054,0.0,15807040.873338813,123481597.34515285,72213365.59938614,5987799.176932977,398979830.9504071,398979830.9504075,110164682.83119276 
 07/28  14:00:00,178995400.84234843,0.0,15807040.873338813,121807565.71264665,71755150.43129973,5987799.176932977,397597439.6637268,397597439.6637273,108631245.79338068 
 07/28  15:00:00,179892671.84285682,0.0,19796486.53312959,126829660.61016576,72834766.57585943,5987799.176932977,408673279.4767925,408673279.47679293,110103652.27463394 
 07/28  16:00:00,182594376.4161469,0.0,29105192.44588942,161629800.20024115,73978998.41010469,5987799.176932977,457046504.04499465,457046504.04499495,112214754.08184317 
 07/28  17:00:00,187147211.6440099,0.0,35592787.787870474,204884491.0712216,76117981.71262321,5987799.176932977,514342506.4624565,514342506.4624518,176029394.27549213 
 07/28  18:00:00,188471175.7201371,0.0,44901493.93566237,204645835.6122203,76699787.37619904,5987799.176932977,525318103.0142337,525318103.0142288,201813610.1123189 
 07/28  19:00:00,176973002.9946546,0.0,51550569.72193773,185571734.18467608,71789892.48718466,5987799.176932977,496090251.0306726,496090251.03066826,193025489.36960894 
 07/28  20:00:00,83272385.88204473,0.0,51550569.72193773,178875607.65465096,40595463.8746706,3060381.7710818728,387541614.0456251,387541614.04562366,177344066.24777347 
