Date/Time,Cooling:Electricity [J](Hourly),Humidifier:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly) 
 07/28  11:00:00,1562998936.7012491,0.0,0.0,766134049.2768176,2376289039.36661,470612103.9422608,175921573.16226405 
 07/28  12:00:00,1460573182.739746,0.0,0.0,766134049.2768176,2259589617.685271,406639273.78782123,174569464.4029472 
 07/28  13:00:00,1598165756.9553618,0.0,0.0,766134049.2768176,2376289039.36661,489790495.57007384,176152571.57867795 
 07/28  14:00:00,1665328583.2236452,0.0,0.0,766134049.2768176,2376289039.36661,492696525.57033145,176611826.54398313 
 07/28  15:00:00,1677842972.6958623,0.0,0.0,766134049.2768176,2376289039.36661,515370938.3213824,176944936.34891912 
 07/28  16:00:00,1709787317.1551633,0.0,0.0,766134049.2768176,2376289039.36661,522456047.8371751,177367172.02895573 
 07/28  17:00:00,1543944002.890198,0.0,0.0,425637184.84687287,1909491352.6412544,363763754.60831785,174738521.6409879 
 07/28  18:00:00,1476281073.8549871,0.0,0.0,256461802.7966127,1792791930.9599159,317874177.4409088,173872502.45287043 
 07/28  19:00:00,1216493254.4065611,831457.5302868234,0.0,269215619.60474443,1792791930.9599159,294626542.0530949,137165204.65376025 
 07/28  20:00:00,1004850697.9451396,1355822.7810205997,0.0,196799526.71892932,1792791930.9599159,274343060.8965655,95206052.57952891 
 07/28  21:00:00,1013862972.3711135,0.0,0.0,197765105.62937143,1792791930.9599159,267123756.7255324,95227872.11873832 
 07/28  22:00:00,499684225.49241245,0.0,0.0,98887927.4796197,1792791930.9599159,154511477.82604548,42697508.281529665 
 07/28  23:00:00,501568002.73018515,0.0,0.0,49438589.07487582,1792791930.9599159,155937863.09842843,61770579.72303428 
 07/28  24:00:00,493796333.3829912,0.0,0.0,38694479.62202592,1597820222.8892183,155462401.34096745,55196128.02360899 
 07/29  01:00:00,508085959.69948816,0.0,0.0,36545657.73145594,1597820222.8892183,156413324.8558894,67919237.40212837 
 07/29  02:00:00,515532209.1145803,0.0,0.0,36545657.73145594,1597820222.8892183,156888786.6133504,74297285.54623373 
 07/29  03:00:00,486408508.1145935,0.0,0.0,36545657.73145594,1597820222.8892183,154986939.58350646,48831359.534937225 
 07/29  04:00:00,778391011.3774141,0.0,0.0,36545657.73145594,1597820222.8892183,216844756.41787872,81409653.88216919 
 07/29  05:00:00,903279058.27825,0.0,0.0,36545657.73145594,1597820222.8892183,247519808.36472887,94705537.88344155 
 07/29  06:00:00,1130527382.5057068,0.0,0.0,87508910.59069711,1792791930.9599159,303254342.23011625,149721140.3384451 
 07/29  07:00:00,1095132798.700807,0.0,0.0,88762848.7782897,1792791930.9599159,271184248.7755523,126727802.86300132 
 07/29  08:00:00,1229038283.8622458,0.0,0.0,256409523.9417236,1909491352.6412544,294588183.8026476,149931001.32776153 
 07/29  09:00:00,1257989756.7134635,0.0,0.0,255377965.44577354,1909491352.6412544,304891422.3221493,147414217.83794436 
 07/29  10:00:00,1306750530.9260812,0.0,0.0,255377965.44577354,1909491352.6412544,307323662.3428345,172897443.74982035 
 07/29  11:00:00,1379304718.1687427,0.0,0.0,255377965.44577354,1909491352.6412544,321114068.7777529,173328343.45117962 
 07/29  12:00:00,1400528514.140699,0.0,0.0,127688982.72288677,1734442220.1192467,292816819.42878944,173091918.32355565 
 07/29  13:00:00,1465288882.970221,0.0,0.0,127688982.72288677,1734442220.1192467,297329577.2362099,173378651.57924062 
 07/29  14:00:00,1465189850.985299,0.0,0.0,127688982.72288677,1734442220.1192467,299395469.80672985,173372183.72136223 
 07/29  15:00:00,1548855719.238085,0.0,0.0,127688982.72288677,1734442220.1192467,315575835.35551083,173963032.6470495 
 07/29  16:00:00,1635792015.2184687,0.0,0.0,127688982.72288677,1734442220.1192467,323986419.8075588,174413802.6338579 
 07/29  17:00:00,1281705351.0368574,0.0,0.0,42560946.22640398,1676092509.2785773,253244430.4517988,123582635.33329266 
 07/29  18:00:00,1116654067.6913075,0.0,0.0,42815213.92687479,1676092509.2785773,207332930.20497787,107628178.5505734 
 07/29  19:00:00,1059328538.2400758,0.0,0.0,36675106.59693276,1597820222.8892183,198300866.02823025,104199357.09173293 
 07/29  20:00:00,1078117003.210012,0.0,0.0,36577454.883991495,1597820222.8892183,209733008.25269616,108815528.94783498 
 07/29  21:00:00,938483835.8056285,0.0,0.0,36545657.73145594,1597820222.8892183,197272228.60271454,87247565.16831276 
 07/29  22:00:00,1066791810.3862255,0.0,0.0,36545657.73145594,1597820222.8892183,208457619.55426636,108787031.06443998 
 07/29  23:00:00,970478342.5903242,0.0,0.0,36545657.73145594,1597820222.8892183,197106271.42572182,81927764.57458343 
 07/29  24:00:00,999575534.9194945,0.0,0.0,36545657.73145594,1597820222.8892183,208238029.5325437,98414124.45148474 
 07/30  01:00:00,883744155.2189006,419961.8476895862,0.0,36545657.73145594,1597820222.8892183,197191599.49846196,85922734.9559147 
 07/30  02:00:00,740974445.4029362,0.0,0.0,36545657.73145594,1597820222.8892183,192398338.06965402,81240854.91288269 
 07/30  03:00:00,782195522.1431,0.0,0.0,36545657.73145594,1597820222.8892183,192178649.95259273,93959403.78417899 
 07/30  04:00:00,777696441.7320191,0.0,0.0,36545657.73145594,1597820222.8892183,191317525.33680388,85494358.10979825 
 07/30  05:00:00,629187415.6430032,0.0,0.0,36545657.73145594,1597820222.8892183,169187266.02238777,93566117.8335579 
 07/30  06:00:00,706986480.0128477,0.0,0.0,46455976.27902629,1676092509.2785773,179074764.84579986,85479770.46075302 
 07/30  07:00:00,785927458.2245032,0.0,0.0,43842391.469287306,1676092509.2785773,193251167.26090795,94189181.69046327 
 07/30  08:00:00,927085466.359476,0.0,0.0,42595529.89440319,1676092509.2785773,207755938.45101127,94552270.59415735 
 07/30  09:00:00,902146901.0329235,0.0,0.0,42559924.65578557,1676092509.2785773,200548797.25650412,94484794.46743166 
 07/30  10:00:00,1008801603.9898057,0.0,0.0,42559924.65578557,1676092509.2785773,210316715.9361487,94777425.91290934 
 07/30  11:00:00,993140710.4559398,0.0,0.0,42559924.65578557,1676092509.2785773,202434954.19080976,94706545.94615972 
 07/30  12:00:00,1109357083.5914545,0.0,0.0,42559924.65578557,1676092509.2785773,212367081.64479357,98244854.12414792 
 07/30  13:00:00,1066050103.549515,0.0,0.0,42559924.65578557,1676092509.2785773,227919640.8324929,94918840.30191542 
 07/30  14:00:00,1180323778.0295901,0.0,0.0,42559924.65578557,1676092509.2785773,236516319.91757175,111156197.01774305 
 07/30  15:00:00,1151598200.9444275,0.0,0.0,42559924.65578557,1676092509.2785773,232021612.81550837,119822025.34478101 
 07/30  16:00:00,1299295852.0897872,0.0,0.0,42559924.65578557,1676092509.2785773,246242913.96007392,143654946.9864762 
 07/30  17:00:00,1161740952.0891473,0.0,0.0,42559924.65578557,1676092509.2785773,233910722.75632423,119894125.7190871 
 07/30  18:00:00,1239820779.233697,0.0,0.0,34862798.26675267,1597820222.8892183,243750606.82868862,119878080.04657602 
 07/30  19:00:00,1138346290.2451022,0.0,0.0,36013766.46740219,1597820222.8892183,232417924.32620674,106475268.75985014 
 07/30  20:00:00,1210543409.2171702,0.0,0.0,36545657.73145594,1597820222.8892183,236651345.25342426,111116527.10249512 
 07/30  21:00:00,1046389004.7730289,0.0,0.0,36545657.73145594,1597820222.8892183,219958907.91646725,104284206.60664827 
 07/30  22:00:00,1102208884.1280231,0.0,0.0,36545657.73145594,1597820222.8892183,228132053.4702509,99095485.94957837 
 07/30  23:00:00,1045536128.6048664,0.0,0.0,36545657.73145594,1597820222.8892183,221047969.25482962,94672802.45382924 
 07/30  24:00:00,1094160189.2123392,0.0,0.0,36545657.73145594,1688428882.4407709,233692781.32104394,94636974.56951301 
 07/31  01:00:00,1015440751.2179885,0.0,0.0,36545657.73145594,1688428882.4407709,221785596.52236983,94410403.89067535 
 07/31  02:00:00,1144598604.1817136,0.0,0.0,36545657.73145594,1688428882.4407709,236171991.32516295,94744282.03423503 
 07/31  03:00:00,989730360.3175412,0.0,0.0,36545657.73145594,1688428882.4407709,221083286.8884521,94331733.39309442 
 07/31  04:00:00,1109855387.5483618,0.0,0.0,36545657.73145594,1688428882.4407709,251562598.10977268,104494142.17751624 
 07/31  05:00:00,1109358874.5596855,0.0,0.0,38137022.65685523,1688428882.4407709,249956271.86659238,117268674.76531456 
 07/31  06:00:00,1394437137.9791741,0.0,0.0,87368957.05349365,1792791930.9599159,346372730.43889993,174330580.36394346 
 07/31  07:00:00,1340676299.3748333,0.0,0.0,265077434.95010558,1792791930.9599159,334058505.00013804,173456440.97175723 
 07/31  08:00:00,1607407817.308642,0.0,0.0,768154557.853241,2376289039.36661,525889173.80012715,176658451.68163723 
 07/31  09:00:00,1582236600.7129233,0.0,0.0,766134049.2768176,2376289039.36661,564885941.1813654,176761952.05300602 
 07/31  10:00:00,1616959045.7501965,0.0,0.0,766134049.2768176,2376289039.36661,586419503.2587227,177082607.2240128 
 07/31  11:00:00,1701478311.7896345,0.0,0.0,766134049.2768176,2376289039.36661,623470141.2553164,177856683.44872013 
 07/31  12:00:00,1555682309.6256194,0.0,0.0,766134049.2768176,2259589617.685271,523234789.82601684,175883557.36885792 
 07/31  13:00:00,1670735172.557189,0.0,0.0,766134049.2768176,2376289039.36661,629326375.2140735,177652511.45879668 
 07/31  14:00:00,1736011270.2192473,0.0,0.0,766134049.2768176,2376289039.36661,632105966.2680979,178160630.63638943 
 07/31  15:00:00,1807538154.912114,0.0,0.0,766134049.2768176,2376289039.36661,668438122.3614933,179057998.68779337 
 07/31  16:00:00,1859361676.9966474,0.0,0.0,766134049.2768176,2376289039.36661,681132439.0250558,179417811.56873852 
 07/31  17:00:00,1674266135.617856,0.0,0.0,425919095.78143144,1909491352.6412544,453499343.21503335,175897220.92533296 
 07/31  18:00:00,1635677102.7471945,0.0,0.0,257285000.57771882,1792791930.9599159,380714591.4856624,175100906.81521195 
 07/31  19:00:00,1600791683.1132498,0.0,0.0,283312653.0560647,1792791930.9599159,352975842.75833356,174694151.08385745 
 07/31  20:00:00,1473253146.7656343,0.0,0.0,197765105.62937143,1792791930.9599159,325921776.1476136,173771178.11239487 
 07/31  21:00:00,1312748810.1539168,0.0,0.0,197765105.62937143,1792791930.9599159,310795942.9790719,160273184.57297623 
 07/31  22:00:00,654793544.1559381,0.0,0.0,98887927.4796197,1792791930.9599159,173302602.85426486,74781758.37801461 
 07/31  23:00:00,797281785.9878752,0.0,0.0,49438589.07487582,1792791930.9599159,194727733.01133582,81545479.95492506 
 07/31  24:00:00,874623112.7660433,0.0,0.0,38694479.62202592,2114277911.0522914,182400586.73548317,81137383.94004834 
 08/01  01:00:00,956951592.3572857,0.0,0.0,36545657.73145594,2114277911.0522914,187452987.05381757,94022417.60308126 
 08/01  02:00:00,935176992.5143394,0.0,0.0,36545657.73145594,2114277911.0522914,181692986.4326615,81244035.54064558 
 08/01  03:00:00,1031273981.5446001,0.0,0.0,36545657.73145594,2114277911.0522914,193828028.08111718,94203918.61843866 
 08/01  04:00:00,1189347010.6528468,0.0,0.0,36545657.73145594,2114277911.0522914,242939149.28542265,99852336.30899991 
 08/01  05:00:00,1167255232.8223686,0.0,0.0,38137022.65685523,2114277911.0522914,238216199.55865705,94802947.15355843 
 08/01  06:00:00,1557124262.824478,0.0,0.0,88608068.22632559,2218640959.5714364,335874167.5389068,174965810.87352577 
 08/01  07:00:00,1499676124.498623,0.0,0.0,291489485.0032335,2218640959.5714364,306019520.8971739,173141732.56520736 
 08/01  08:00:00,1658963751.4077647,0.0,0.0,838615349.2693624,2802138067.978131,443908222.7444968,175250533.57156384 
 08/01  09:00:00,1705929377.3437784,0.0,0.0,785784669.5815898,2802138067.978131,457146101.476539,175671187.7362494 
 08/01  10:00:00,1765175962.0410361,0.0,0.0,768653506.0653069,2802138067.978131,477825502.6539278,176178481.51472303 
 08/01  11:00:00,1808015038.6490178,0.0,0.0,766152763.4804769,2802138067.978131,522625155.7222637,176768830.97627914 
 08/01  12:00:00,1737291650.3499863,0.0,0.0,766134049.2768176,2685438646.296792,470326572.5778852,175521752.22050053 
 08/01  13:00:00,1844901932.3742905,0.0,0.0,766134049.2768176,2802138067.978131,581435606.3053992,177184557.56860006 
 08/01  14:00:00,1886762380.1564698,0.0,0.0,766134049.2768176,2802138067.978131,600308759.0948343,177678290.95780268 
 08/01  15:00:00,1988699571.3491485,0.0,0.0,766134049.2768176,2802138067.978131,660844387.7217823,178990121.06455308 
 08/01  16:00:00,2029462109.0977135,0.0,0.0,766134049.2768176,2802138067.978131,676897467.4597265,179559169.58244333 
 08/01  17:00:00,1780702008.1199908,0.0,0.0,425638235.700269,2335340381.2527757,444696494.6734913,175685258.64138252 
 08/01  18:00:00,1679696696.512897,0.0,0.0,257557788.3417497,2218640959.5714364,375315758.029132,174397840.11036968 
 08/01  19:00:00,1623386395.5829306,0.0,0.0,283509922.7324261,2218640959.5714364,348859189.45636046,173799149.6413505 
 08/01  20:00:00,1577927783.9238753,0.0,0.0,197765105.62937143,2218640959.5714364,324301238.434453,173320666.6268214 
 08/01  21:00:00,1552400566.571934,0.0,0.0,197765105.62937143,2218640959.5714364,313542816.3033121,173118614.63688794 
 08/01  22:00:00,992359815.7603226,0.0,0.0,98887927.4796197,2218640959.5714364,186932742.94935006,81502394.02649389 
 08/01  23:00:00,1039243304.5884697,0.0,0.0,49438589.07487582,2218640959.5714364,192252204.87520978,94319113.76357791 
 08/01  24:00:00,1114674263.2814517,0.0,0.0,38694479.62202592,2114277911.0522914,202955191.86671934,94307497.29576614 
 08/02  01:00:00,995562036.9094514,0.0,0.0,36545657.73145594,2114277911.0522914,187204380.911703,94053585.77340566 
 08/02  02:00:00,1120031185.419662,0.0,0.0,36545657.73145594,2114277911.0522914,202436355.788863,94375750.13075814 
 08/02  03:00:00,988007880.7936172,0.0,0.0,36545657.73145594,2114277911.0522914,188058035.87058735,94067507.66690058 
 08/02  04:00:00,1200977812.5501952,0.0,0.0,36545657.73145594,2114277911.0522914,242099595.96989238,99898719.46587421 
 08/02  05:00:00,1175649498.379661,0.0,0.0,38137022.65685523,2114277911.0522914,237977265.31303295,95810966.16294639 
 08/02  06:00:00,1553116663.754449,0.0,0.0,87768453.09902519,2218640959.5714364,333886093.7073433,175035179.58153364 
 08/02  07:00:00,1477848743.9283643,0.0,0.0,267735994.6640444,2218640959.5714364,307241610.4322554,173103640.40562755 
 08/02  08:00:00,1698346765.2166305,0.0,0.0,769548265.5596652,2802138067.978131,464581016.8390429,175791904.2461669 
 08/02  09:00:00,1758693762.7241988,0.0,0.0,766402586.3846214,2802138067.978131,501976448.5199385,176481648.56080106 
 08/02  10:00:00,1813095321.3638306,0.0,0.0,766134049.2768176,2802138067.978131,521298748.17423046,177001539.015401 
 08/02  11:00:00,1911570624.953938,0.0,0.0,766134049.2768176,2802138067.978131,562645311.0226192,178008531.9694178 
 08/02  12:00:00,1832562933.306374,0.0,0.0,766134049.2768176,2685438646.296792,494226202.3865368,176534723.87963796 
 08/02  13:00:00,1898949913.0241842,0.0,0.0,766134049.2768176,2802138067.978131,607006121.9458013,177915460.65664947 
 08/02  14:00:00,1856436083.6832256,0.0,0.0,766134049.2768176,2802138067.978131,604513299.55379,177691267.37392163 
 08/02  15:00:00,1769991720.244099,0.0,0.0,766134049.2768176,2802138067.978131,605128906.9803871,177323614.5560588 
 08/02  16:00:00,1742640103.1776285,0.0,0.0,766134049.2768176,2802138067.978131,581172731.3240448,177155656.1046058 
 08/02  17:00:00,1562345380.7238307,0.0,0.0,425752488.11679596,2335340381.2527757,385522247.86284304,174260195.53849658 
 08/02  18:00:00,1478950125.42133,0.0,0.0,257742703.70407665,2218640959.5714364,324260392.6766695,173212940.079515 
 08/02  19:00:00,1461175026.4536555,0.0,0.0,284658073.9132062,2218640959.5714364,305336098.6890171,172893118.03271016 
 08/02  20:00:00,1434604881.087104,0.0,0.0,197765105.62937143,2218640959.5714364,290739510.5627527,159962359.0112352 
 08/02  21:00:00,1435267539.385705,0.0,0.0,197765105.62937143,2218640959.5714364,282258081.9976825,147136934.22580537 
 08/02  22:00:00,717567820.4467986,0.0,0.0,98887927.4796197,2218640959.5714364,155797936.83205748,59693834.7581206 
 08/02  23:00:00,713308261.8645179,0.0,0.0,49438589.07487582,2218640959.5714364,157368967.2405364,80899313.85396984 
 08/02  24:00:00,682276980.7425071,0.0,0.0,38694479.62202592,2114277911.0522914,156418229.89893425,67937510.7911031 
 08/03  01:00:00,695598626.3729517,0.0,0.0,36545657.73145594,2114277911.0522914,157367010.84950918,80665277.94481353 
 08/03  02:00:00,698474466.2380515,0.0,0.0,36545657.73145594,2114277911.0522914,156421505.5129254,67957931.87025169 
 08/03  03:00:00,695311061.6940514,0.0,0.0,36545657.73145594,2114277911.0522914,157367252.28292465,80673660.97455713 
 08/03  04:00:00,1073835887.2424517,0.0,0.0,36545657.73145594,2114277911.0522914,252109457.3670916,88297642.49105108 
 08/03  05:00:00,1114829107.254984,0.0,0.0,38137022.65685523,2114277911.0522914,224475176.98275578,103584190.61276342 
 08/03  06:00:00,1398260188.4530058,0.0,0.0,88062959.60380459,2218640959.5714364,329680997.0933267,140020247.97781512 
 08/03  07:00:00,1435721764.771803,0.0,0.0,274685072.10741013,2218640959.5714364,297956259.64583296,160075183.18962613 
 08/03  08:00:00,1653484842.6264284,0.0,0.0,774515467.5417409,2802138067.978131,443644031.8114562,175227273.31071326 
 08/03  09:00:00,1694810962.6315103,0.0,0.0,766644675.7057672,2802138067.978131,476135092.35133344,175854627.21490407 
 08/03  10:00:00,1752077203.4341073,0.0,0.0,766134049.2768176,2802138067.978131,488711548.8906188,176504661.79218566 
 08/03  11:00:00,1644962493.8733418,443555.9061874442,0.0,766134049.2768176,2802138067.978131,512251874.7145874,175730414.25578308 
 08/03  12:00:00,1472550414.9349089,0.0,0.0,766134049.2768176,2685438646.296792,426576631.4370691,174070618.21723038 
 08/03  13:00:00,1703644067.6847732,0.0,0.0,766134049.2768176,2802138067.978131,517546921.6339093,176331925.93792942 
 08/03  14:00:00,1831470237.478975,0.0,0.0,766134049.2768176,2802138067.978131,544416841.3083792,177360599.42719975 
 08/03  15:00:00,1890231069.2901495,0.0,0.0,766134049.2768176,2802138067.978131,587202077.586982,178151031.84588745 
 08/03  16:00:00,1893937975.4443145,0.0,0.0,766134049.2768176,2802138067.978131,592243119.6949277,178284571.93586472 
 08/03  17:00:00,1659543009.412909,0.0,0.0,425626872.82444584,2335340381.2527757,395022244.5839031,174854337.3686983 
 08/03  18:00:00,1527916735.2876737,0.0,0.0,256836495.2804578,2218640959.5714364,335826194.7108725,173547015.87265086 
 08/03  19:00:00,1484523360.826553,0.0,0.0,283365367.4663314,2218640959.5714364,313727814.32348406,173163337.6258742 
 08/03  20:00:00,1464329731.7863984,0.0,0.0,197765105.62937143,2218640959.5714364,294886480.496617,172890654.10533723 
 08/03  21:00:00,1397347560.2297628,0.0,0.0,197765105.62937143,2218640959.5714364,286508784.4465833,147169725.18861336 
 08/03  22:00:00,702742548.7270753,0.0,0.0,98887927.4796197,2218640959.5714364,156153289.16179448,63926933.594383046 
 08/03  23:00:00,709445093.6497144,0.0,0.0,49438589.07487582,2218640959.5714364,158447739.46479213,80898477.79414606 
 08/03  24:00:00,709589673.1632737,0.0,0.0,38694479.62202592,2114277911.0522914,158572127.20975906,80690794.55924518 
 08/04  01:00:00,693608537.9339539,0.0,0.0,36545657.73145594,2114277911.0522914,157398205.83549547,80673067.97079071 
 08/04  02:00:00,717057199.453925,0.0,0.0,36545657.73145594,2114277911.0522914,159089806.0341672,80700416.96318027 
 08/04  03:00:00,696134467.9427956,0.0,0.0,36545657.73145594,2114277911.0522914,157396383.60825503,80680391.18474126 
 08/04  04:00:00,1152323351.650344,0.0,0.0,36545657.73145594,2114277911.0522914,257540718.25359577,96033508.40373786 
 08/04  05:00:00,1108197009.0047143,0.0,0.0,38137022.65685523,2114277911.0522914,224760154.1292383,120161581.98786576 
 08/04  06:00:00,1415986897.989254,0.0,0.0,88550622.87552312,2218640959.5714364,330524283.3188248,137596867.32936707 
 08/04  07:00:00,1452894216.3912268,0.0,0.0,290710091.2642064,2218640959.5714364,297616398.6323233,160197498.86162758 
 08/04  08:00:00,1646107478.815934,0.0,0.0,842583789.5255272,2802138067.978131,431475867.93988717,175147393.8634397 
 08/04  09:00:00,1665976855.0562751,0.0,0.0,788078453.4750792,2802138067.978131,442807835.8326633,175304047.5863059 
 08/04  10:00:00,1746835590.2803886,0.0,0.0,767142847.5386267,2802138067.978131,454511325.3816215,176077858.29883924 
 08/04  11:00:00,1834730247.046028,0.0,0.0,766134049.2768176,2802138067.978131,498403457.11692464,177127006.7730507 
 08/04  12:00:00,1744189537.6542933,0.0,0.0,766134049.2768176,2685438646.296792,439670480.60221267,175747258.67515576 
 08/04  13:00:00,1934044994.3512688,0.0,0.0,766134049.2768176,2802138067.978131,538588481.5445329,178169754.23944086 
 08/04  14:00:00,2027675908.646125,0.0,0.0,766134049.2768176,2802138067.978131,540295416.8549752,178963163.71040398 
 08/04  15:00:00,2008151030.3909574,0.0,0.0,766134049.2768176,2802138067.978131,577821854.6141992,178804652.79754862 
 08/04  16:00:00,2022928678.9816744,0.0,0.0,766134049.2768176,2802138067.978131,581293702.4496005,178877332.03825015 
 08/04  17:00:00,1558398914.0619655,14614071.829255275,0.0,425638284.51077783,2335340381.2527757,373999291.8976407,161161798.61785895 
 08/04  18:00:00,1193072400.3345418,21603937.60263226,0.0,256727153.21381292,2218640959.5714364,310859990.4037322,126649420.46205702 
 08/04  19:00:00,1220812236.2064593,2127192.291911558,0.0,282579459.17741525,2218640959.5714364,292813739.26404965,95408197.3673982 
 08/04  20:00:00,1403138789.1010761,0.0,0.0,197765105.62937143,2218640959.5714364,281800115.0616052,149724566.28315106 
 08/04  21:00:00,1443388188.9806914,0.0,0.0,197765105.62937143,2218640959.5714364,277059054.98123676,159918992.56514916 
 08/04  22:00:00,721493117.7384754,0.0,0.0,98887927.4796197,2218640959.5714364,155794548.9924273,59697801.33662708 
 08/04  23:00:00,723408538.3235241,0.0,0.0,49438589.07487582,2218640959.5714364,157369238.98868626,80905105.85574812 
 08/04  24:00:00,700642855.1039684,0.0,0.0,38694479.62202592,2023669251.5007389,156416001.22164002,67962864.5195376 
 08/05  01:00:00,716539819.6180578,0.0,0.0,36545657.73145594,2023669251.5007389,157367079.4317224,80700000.22572301 
 08/05  02:00:00,709171093.0109004,0.0,0.0,36545657.73145594,2023669251.5007389,156448205.1339088,67964076.10591125 
 08/05  03:00:00,716436705.452235,0.0,0.0,36545657.73145594,2023669251.5007389,157366113.05286458,80698767.38457444 
 08/05  04:00:00,1141536781.89906,0.0,0.0,36545657.73145594,2023669251.5007389,251492956.32564592,95609606.01673271 
 08/05  05:00:00,1110893106.4661145,0.0,0.0,36545657.73145594,2023669251.5007389,223547704.77533698,120155789.05883685 
 08/05  06:00:00,1478056452.2157195,0.0,0.0,87846645.26304016,2218640959.5714364,323531080.5855169,154051132.86916387 
 08/05  07:00:00,1449077296.0955853,0.0,0.0,90069748.13884358,2218640959.5714364,286274449.36183846,160031117.88983148 
 08/05  08:00:00,1523324970.8359592,0.0,0.0,256190959.68910486,2335340381.2527757,312227974.68465036,173407675.14757046 
 08/05  09:00:00,1583222416.1394894,0.0,0.0,255377965.44577354,2335340381.2527757,325078070.8416665,173827974.00805703 
 08/05  10:00:00,1653507430.4459798,0.0,0.0,255377965.44577354,2335340381.2527757,331840437.3373059,174211487.7337878 
 08/05  11:00:00,1766935971.6253452,0.0,0.0,255377965.44577354,2335340381.2527757,353625194.02159387,175022476.0653337 
 08/05  12:00:00,1743343810.9880805,0.0,0.0,127688982.72288677,2160291248.7307673,320248414.1258993,174421158.70906982 
 08/05  13:00:00,1764391301.6582947,0.0,0.0,127688982.72288677,2160291248.7307673,325280622.5949728,174541436.5728318 
 08/05  14:00:00,1779811431.8962564,0.0,0.0,127688982.72288677,2160291248.7307673,328496537.6783208,174559876.8877585 
 08/05  15:00:00,1759144217.8642342,0.0,0.0,127688982.72288677,2160291248.7307673,342305788.61518234,174512078.10644403 
 08/05  16:00:00,1693690157.2707164,0.0,0.0,127688982.72288677,2160291248.7307673,338680576.5850811,174194311.31741625 
 08/05  17:00:00,1276476469.2739353,96673.69805969426,0.0,42561014.164065525,2101941537.890098,252512382.7505657,94977850.83972646 
 08/05  18:00:00,1155406929.5456254,0.0,0.0,42842807.50009785,2101941537.890098,206033444.9670359,77760625.42782393 
 08/05  19:00:00,1044872085.2188526,0.0,0.0,37825478.729251906,2023669251.5007389,197676539.26401633,83532495.23141892 
 08/05  20:00:00,1240218084.512792,0.0,0.0,36545657.73145594,2023669251.5007389,209148680.05839524,113798096.47673085 
 08/05  21:00:00,1169057630.372102,0.0,0.0,36545657.73145594,2023669251.5007389,197500753.4563685,101299524.72847123 
 08/05  22:00:00,1292052028.2583585,0.0,0.0,36545657.73145594,2023669251.5007389,208278502.34055305,126042161.26867336 
 08/05  23:00:00,1202374624.8841298,0.0,0.0,36545657.73145594,2023669251.5007389,197090793.57189626,103473166.60605238 
 08/05  24:00:00,1190700184.2125354,0.0,0.0,36545657.73145594,2023669251.5007389,199115589.17934102,115984781.17378727 
 08/06  01:00:00,1139937749.4479299,0.0,0.0,36545657.73145594,2023669251.5007389,197082705.18036413,100758055.46872458 
 08/06  02:00:00,1159114708.882093,0.0,0.0,36545657.73145594,2023669251.5007389,198177390.0577511,94456728.98966348 
 08/06  03:00:00,1035378193.2834411,0.0,0.0,36545657.73145594,2023669251.5007389,187964617.0754289,94159985.93703254 
 08/06  04:00:00,1057279209.2058529,0.0,0.0,36545657.73145594,2023669251.5007389,189022816.19061497,107105375.1089235 
 08/06  05:00:00,1047391732.3185561,0.0,0.0,36545657.73145594,2023669251.5007389,182362879.13218582,87811562.64938423 
 08/06  06:00:00,1048508313.5242841,0.0,0.0,46981853.40416403,2101941537.890098,187312088.47684002,94314001.95258217 
 08/06  07:00:00,1011227218.8956294,0.0,0.0,46801897.3239166,2101941537.890098,183406374.61704877,97484341.76390001 
 08/06  08:00:00,1030503769.5051715,0.0,0.0,44019820.15218598,2101941537.890098,191691938.32707655,94294574.79779544 
 08/06  09:00:00,1012818450.6182649,0.0,0.0,42951043.31953108,2101941537.890098,201753674.83648652,94333724.30362004 
 08/06  10:00:00,1007440829.3106346,0.0,0.0,42650318.5996954,2101941537.890098,213005959.25807014,94412844.70421408 
 08/06  11:00:00,1147220954.9925447,0.0,0.0,42559924.65578557,2101941537.890098,220524560.8085874,94734348.49043353 
 08/06  12:00:00,935887253.7211285,0.0,0.0,42559924.65578557,2101941537.890098,222379919.7734241,94137494.80085197 
 08/06  13:00:00,899441976.5911651,0.0,0.0,42559924.65578557,2101941537.890098,228702071.62762925,94005772.65231666 
 08/06  14:00:00,938060546.0648961,0.0,0.0,42559924.65578557,2101941537.890098,219400878.21202558,94216818.509109 
 08/06  15:00:00,1056126853.4849814,0.0,0.0,42559924.65578557,2101941537.890098,228946549.78460717,94621381.36580598 
 08/06  16:00:00,1034854914.9391081,0.0,0.0,42559924.65578557,2101941537.890098,229199778.20555013,94492796.57003349 
 08/06  17:00:00,1165417722.915991,0.0,0.0,42589997.515626095,2101941537.890098,232154777.55208266,94813725.69479153 
 08/06  18:00:00,1096524491.3676863,0.0,0.0,35270906.16718741,2023669251.5007389,228453542.51172104,94583881.76780707 
 08/06  19:00:00,1173601243.957875,0.0,0.0,36560535.67332159,2023669251.5007389,229788696.9112197,94758453.95510828 
