Date/Time,Cooling:Electricity [J](Hourly),Humidifier:Electricity [J](Hourly),Heating:NaturalGas [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly) 
 08/06  20:00:00,1112580440.8176441,0.0,0.0,36545657.73145594,2023669251.5007389,226295598.32713357,94570245.73241878 
 08/06  21:00:00,1122554268.3610759,0.0,0.0,36545657.73145594,2023669251.5007389,229170866.22441003,94654488.58037731 
 08/06  22:00:00,969032280.7033631,0.0,0.0,36545657.73145594,2023669251.5007389,216390710.38643375,94273006.83888434 
 08/06  23:00:00,968429035.1513706,0.0,0.0,36545657.73145594,2023669251.5007389,214537477.79010826,94315442.11188456 
 08/06  24:00:00,886737801.7120245,0.0,0.0,36545657.73145594,2114277911.0522914,206686655.71554682,93816950.54504552 
 08/07  01:00:00,901113337.4971733,0.0,0.0,36545657.73145594,2114277911.0522914,208845609.67562908,81211759.60174923 
 08/07  02:00:00,922588269.6091146,0.0,0.0,36545657.73145594,2114277911.0522914,212121111.22666806,81269195.7790715 
 08/07  03:00:00,860588049.2288523,0.0,0.0,36545657.73145594,2114277911.0522914,201724901.38714045,81095386.78830147 
 08/07  04:00:00,1079301848.3767233,0.0,0.0,36545657.73145594,2114277911.0522914,243136967.15880972,81915761.66837701 
 08/07  05:00:00,1057929028.0807121,0.0,0.0,38137022.65685523,2114277911.0522914,231399726.2061531,74366393.39925651 
 08/07  06:00:00,1327101281.7272196,0.0,0.0,88087223.72683337,2218640959.5714364,320089707.2967775,138456170.07606184 
 08/07  07:00:00,1375353721.4732459,0.0,0.0,275012197.73441756,2218640959.5714364,297053891.7039848,150154573.53496087 
 08/07  08:00:00,1615174404.9172466,0.0,0.0,773425218.5377693,2802138067.978131,440761521.3530961,175249474.19066393 
 08/07  09:00:00,1627714037.7533967,0.0,0.0,766780645.5117507,2802138067.978131,472568488.15549564,175600712.91487285 
 08/07  10:00:00,1707845967.093231,0.0,0.0,766134049.2768176,2802138067.978131,492034623.228429,176340426.74709916 
 08/07  11:00:00,1795329261.1285052,0.0,0.0,766134049.2768176,2802138067.978131,538162255.2954073,177172817.97621608 
 08/07  12:00:00,1683123643.1906252,0.0,0.0,766134049.2768176,2685438646.296792,469063864.49290127,175556011.87369308 
 08/07  13:00:00,1803045839.0701833,0.0,0.0,766134049.2768176,2802138067.978131,567700184.0999445,177195985.5257073 
 08/07  14:00:00,1805820001.8824153,0.0,0.0,766134049.2768176,2802138067.978131,540155048.7637107,176765588.91234854 
 08/07  15:00:00,1871641747.2346773,0.0,0.0,766134049.2768176,2802138067.978131,583885896.6562777,177649035.36211535 
 08/07  16:00:00,1932898443.7971735,0.0,0.0,766134049.2768176,2802138067.978131,607759634.0693035,178445898.09976 
 08/07  17:00:00,1775815297.1170866,0.0,0.0,425757094.9261297,2335340381.2527757,410423118.0977696,175486213.07826108 
 08/07  18:00:00,1674467820.337204,0.0,0.0,258430674.82858598,2218640959.5714364,347305134.610156,174205996.45460266 
 08/07  19:00:00,1619680917.5329413,0.0,0.0,286145876.8629964,2218640959.5714364,317135533.3588985,173634513.60587507 
 08/07  20:00:00,1571333430.0915744,0.0,0.0,197765105.62937143,2218640959.5714364,300744836.53600484,173205222.5991362 
 08/07  21:00:00,1478741995.3219578,0.0,0.0,197765105.62937143,2218640959.5714364,291623896.5834411,172720047.75771236 
 08/07  22:00:00,728427037.5984257,0.0,0.0,98887927.4796197,2218640959.5714364,156161378.94302624,63933791.73662418 
 08/07  23:00:00,990993133.805795,0.0,0.0,49438589.07487582,2218640959.5714364,187900618.19119024,94279306.49736276 
 08/07  24:00:00,745685093.5591669,0.0,0.0,38694479.62202592,2114277911.0522914,158240701.31147742,76476530.26821724 
 08/08  01:00:00,919007003.1328644,0.0,0.0,36545657.73145594,2114277911.0522914,180257336.41309097,85386795.14551237 
 08/08  02:00:00,725254115.9155052,0.0,0.0,36545657.73145594,2114277911.0522914,158588240.4597799,80713365.14081927 
 08/08  03:00:00,961908250.8193281,0.0,0.0,36545657.73145594,2114277911.0522914,187917931.14873803,94012826.65913944 
 08/08  04:00:00,1118164730.3764691,0.0,0.0,36545657.73145594,2114277911.0522914,236348580.35708186,94538868.75703892 
 08/08  05:00:00,1096159026.4818933,0.0,0.0,38137022.65685523,2114277911.0522914,226854955.21161526,109969617.87753373 
 08/08  06:00:00,1440688742.8478572,0.0,0.0,88534400.95283118,2218640959.5714364,323975537.57755786,148942141.74136066 
 08/08  07:00:00,1446792335.4110172,0.0,0.0,283846452.9780759,2218640959.5714364,296996973.97003084,160095674.53041583 
 08/08  08:00:00,1687209480.0743375,0.0,0.0,780327897.2434418,2802138067.978131,442360365.2185367,175415492.2611293 
 08/08  09:00:00,1773619454.1728456,0.0,0.0,766416848.6921504,2802138067.978131,489744482.256322,176438973.84279943 
 08/08  10:00:00,1869067348.7628193,0.0,0.0,766134049.2768176,2802138067.978131,526709048.2582685,177584664.36338297 
 08/08  11:00:00,2001203218.5941782,0.0,0.0,766134049.2768176,2802138067.978131,587329138.8608361,179125086.5761062 
 08/08  12:00:00,1900308089.446061,0.0,0.0,766134049.2768176,2685438646.296792,516373772.76638806,177226903.49457443 
 08/08  13:00:00,1959116400.465061,0.0,0.0,766134049.2768176,2802138067.978131,634660257.1135595,178365201.53637564 
 08/08  14:00:00,2021497098.698135,0.0,0.0,766134049.2768176,2802138067.978131,660339884.4065255,179083347.55175653 
 08/08  15:00:00,2077859575.8989384,0.0,0.0,766134049.2768176,2802138067.978131,724186590.3219353,179993220.6343306 
 08/08  16:00:00,2032573838.8970075,0.0,0.0,766134049.2768176,2802138067.978131,722023133.8593953,179640529.77123854 
 08/08  17:00:00,1794470534.3556492,0.0,0.0,425770565.7673383,2335340381.2527757,467746441.49185765,175731671.02097714 
 08/08  18:00:00,1735432261.852828,0.0,0.0,257244857.96802157,2218640959.5714364,392851815.37438947,174791771.68889743 
 08/08  19:00:00,1720808366.6492124,0.0,0.0,283216954.16866094,2218640959.5714364,365455852.4440013,174526616.56318387 
 08/08  20:00:00,1666197835.978932,0.0,0.0,197765105.62937143,2218640959.5714364,336237247.2763357,173955521.0980344 
 08/08  21:00:00,1600436832.0811687,0.0,0.0,197765105.62937143,2218640959.5714364,322437840.1820979,173498298.53114128 
 08/08  22:00:00,994585688.4491367,0.0,0.0,98887927.4796197,2218640959.5714364,187156526.5863789,86038505.65538451 
 08/08  23:00:00,1146651212.610321,0.0,0.0,49438589.07487582,2218640959.5714364,197431573.95628405,107390344.7773938 
 08/08  24:00:00,1236910962.5360088,0.0,0.0,38694479.62202592,2114277911.0522914,208598238.84926304,94636548.62734939 
 08/09  01:00:00,1106921233.382391,0.0,0.0,36545657.73145594,2114277911.0522914,197362384.2284753,94294463.35965468 
 08/09  02:00:00,1194985507.3472602,0.0,0.0,36545657.73145594,2114277911.0522914,208543925.0523095,94517205.65718895 
 08/09  03:00:00,1055553679.8906423,0.0,0.0,36545657.73145594,2114277911.0522914,197307059.59288484,94157027.62557495 
 08/09  04:00:00,1138563410.136643,0.0,0.0,36545657.73145594,2114277911.0522914,243259866.33990195,107471542.01911266 
 08/09  05:00:00,1145797892.467601,0.0,0.0,38137022.65685523,2114277911.0522914,239431103.54252434,98281046.55365387 
 08/09  06:00:00,1395182715.179453,0.0,0.0,88141474.23972987,2218640959.5714364,332765745.0618599,145095130.6718397 
 08/09  07:00:00,1384219485.3867185,0.0,0.0,269466181.24497986,2218640959.5714364,317607476.24477774,150231082.81135944 
 08/09  08:00:00,1560724608.332932,0.0,0.0,768612142.803479,2802138067.978131,503191964.3734267,174897433.5535646 
 08/09  09:00:00,1637182953.2049847,0.0,0.0,766134049.2768176,2802138067.978131,567242614.6564357,175774699.38938537 
 08/09  10:00:00,1712186508.8804915,0.0,0.0,766134049.2768176,2802138067.978131,593634584.8328186,176538287.31352866 
 08/09  11:00:00,1774546624.9073534,0.0,0.0,766134049.2768176,2802138067.978131,627268179.2819502,177308422.85905087 
 08/09  12:00:00,1687885386.4731865,0.0,0.0,766134049.2768176,2685438646.296792,536471796.41844624,175698529.9152556 
 08/09  13:00:00,1824371805.0695834,0.0,0.0,766134049.2768176,2802138067.978131,639133443.6039997,177626813.51383498 
 08/09  14:00:00,1856059046.2125416,0.0,0.0,766134049.2768176,2802138067.978131,636923701.694262,177876005.9204318 
 08/09  15:00:00,1904498819.1085768,0.0,0.0,766134049.2768176,2802138067.978131,673601352.7762122,178518910.87510464 
 08/09  16:00:00,1937044576.6911294,0.0,0.0,766134049.2768176,2802138067.978131,677065181.9761482,178834164.16446245 
 08/09  17:00:00,1728281582.7775648,0.0,0.0,425748103.72016966,2335340381.2527757,446730507.04240316,175431702.10650793 
 08/09  18:00:00,1632043431.7841291,0.0,0.0,256542427.19797683,2218640959.5714364,376491764.10581464,174271731.18303308 
 08/09  19:00:00,1572506157.4010043,0.0,0.0,283890330.8298489,2218640959.5714364,350168869.81890637,173678468.23602974 
 08/09  20:00:00,1520298962.553943,0.0,0.0,197765105.62937143,2218640959.5714364,325447476.3647623,173186006.45971906 
 08/09  21:00:00,1477422303.2861226,0.0,0.0,197765105.62937143,2218640959.5714364,313507373.6133896,172876971.60976487 
 08/09  22:00:00,876916716.8516835,0.0,0.0,98887927.4796197,2218640959.5714364,177986298.371118,81228664.80273242 
 08/09  23:00:00,1032224922.8905157,0.0,0.0,49438589.07487582,2218640959.5714364,193172349.68882835,94267616.3960693 
 08/09  24:00:00,1005281030.3082715,0.0,0.0,38694479.62202592,2114277911.0522914,195665261.82745606,94114168.43603154 
 08/10  01:00:00,1014266044.337909,0.0,0.0,36545657.73145594,2114277911.0522914,197016484.99931034,94144729.20224611 
 08/10  02:00:00,965980250.2899215,0.0,0.0,36545657.73145594,2114277911.0522914,188528191.86345583,93976423.90570042 
 08/10  03:00:00,903205871.4699701,0.0,0.0,36545657.73145594,2114277911.0522914,183341783.80714557,93876961.88723426 
 08/10  04:00:00,1137244932.3606136,0.0,0.0,36545657.73145594,2114277911.0522914,243842548.09763712,94856415.02328697 
 08/10  05:00:00,1147518934.3546534,0.0,0.0,38137022.65685523,2114277911.0522914,233165134.10777003,107466436.45922184 
 08/10  06:00:00,1386056781.168458,0.0,0.0,88088789.64726645,2218640959.5714364,333139964.38463354,138883945.08933818 
 08/10  07:00:00,1446235988.5726862,0.0,0.0,268651369.7704771,2218640959.5714364,310291599.56427205,160472776.66207206 
 08/10  08:00:00,1581376773.658997,0.0,0.0,768627002.434621,2802138067.978131,471375454.13018024,175122540.78728023 
 08/10  09:00:00,1621028323.3224728,0.0,0.0,766153487.1733954,2802138067.978131,507972737.39602935,175603649.06247145 
 08/10  10:00:00,1732240499.7989676,0.0,0.0,766134049.2768176,2802138067.978131,531406764.7673507,176454062.47504687 
 08/10  11:00:00,1821498937.2889545,0.0,0.0,766134049.2768176,2802138067.978131,576802918.6996218,177428170.99514169 
 08/10  12:00:00,1712806365.898881,0.0,0.0,766134049.2768176,2685438646.296792,492112158.29025185,175740531.08252686 
 08/10  13:00:00,1805845920.4382358,0.0,0.0,766134049.2768176,2802138067.978131,582368095.1407534,177311620.5166522 
 08/10  14:00:00,1805375702.106686,0.0,0.0,766134049.2768176,2802138067.978131,593255131.2054774,177326339.4999057 
 08/10  15:00:00,1830302385.3060775,0.0,0.0,766134049.2768176,2802138067.978131,637261916.2895757,177736971.16113842 
 08/10  16:00:00,1889156031.308494,0.0,0.0,766134049.2768176,2802138067.978131,648261539.0044605,178319070.05219626 
 08/10  17:00:00,1704374387.2020836,0.0,0.0,425770154.2545646,2335340381.2527757,434802070.5675844,175138047.80542096 
 08/10  18:00:00,1601914716.3115435,0.0,0.0,257384793.2545451,2218640959.5714364,355950715.7718517,173864843.37017834 
 08/10  19:00:00,1584074435.799547,0.0,0.0,285058200.20860445,2218640959.5714364,327642213.6166922,173535059.631583 
 08/10  20:00:00,1545228486.2743826,0.0,0.0,197765105.62937143,2218640959.5714364,306002255.9285096,173126247.23947978 
 08/10  21:00:00,1488253884.8218195,0.0,0.0,197765105.62937143,2218640959.5714364,293687862.6055985,172765230.6816332 
 08/10  22:00:00,715890026.689028,0.0,0.0,98887927.4796197,2218640959.5714364,156156188.69401532,63932578.362461865 
 08/10  23:00:00,712526094.124088,0.0,0.0,49438589.07487582,2218640959.5714364,157405347.6317757,80897456.91760688 
 08/10  24:00:00,742541346.102701,0.0,0.0,38694479.62202592,2114277911.0522914,159619128.3688115,80717657.81030804 
 08/11  01:00:00,715305334.7518454,0.0,0.0,36545657.73145594,2114277911.0522914,157400282.94498146,80694942.04276575 
 08/11  02:00:00,701563726.0829198,0.0,0.0,36545657.73145594,2114277911.0522914,156483273.05226845,67959492.78263286 
 08/11  03:00:00,709576025.3383089,0.0,0.0,36545657.73145594,2114277911.0522914,157397581.3090688,80680347.96754627 
 08/11  04:00:00,1159482323.161159,0.0,0.0,36545657.73145594,2114277911.0522914,261192281.92075282,100960935.74823046 
 08/11  05:00:00,1104946272.083474,0.0,0.0,38137022.65685523,2114277911.0522914,225874833.96179754,100931695.45966871 
 08/11  06:00:00,1451892087.0020688,0.0,0.0,87864158.76332414,2218640959.5714364,335604987.8164764,147736096.7380497 
 08/11  07:00:00,1431983489.0808654,0.0,0.0,265070208.4125551,2218640959.5714364,310671786.7932801,172813277.4798702 
 08/11  08:00:00,1695825194.4354496,0.0,0.0,766844550.5753543,2802138067.978131,486778942.7148153,175925422.44818062 
 08/11  09:00:00,1770854119.5896542,0.0,0.0,766134049.2768176,2802138067.978131,537364547.6415288,176761150.58076793 
 08/11  10:00:00,1826692262.3115468,0.0,0.0,766134049.2768176,2802138067.978131,565794833.2720948,177286852.4090461 
 08/11  11:00:00,1897687439.8626842,0.0,0.0,766134049.2768176,2802138067.978131,607253696.7056973,178133293.54565138 
 08/11  12:00:00,1824397475.3280103,0.0,0.0,766134049.2768176,2685438646.296792,526234603.854597,176555273.78754187 
 08/11  13:00:00,1943241211.9700441,0.0,0.0,766134049.2768176,2802138067.978131,642871495.7175722,178384974.39024195 
 08/11  14:00:00,1960273672.9929078,0.0,0.0,766134049.2768176,2802138067.978131,649214705.5749061,178692284.29080987 
 08/11  15:00:00,1999210011.1072466,0.0,0.0,766134049.2768176,2802138067.978131,702089811.3251146,179408339.8309258 
 08/11  16:00:00,2078047238.6837113,0.0,0.0,766134049.2768176,2802138067.978131,728713270.9396497,180477766.1330772 
 08/11  17:00:00,1853076700.620218,0.0,0.0,425626872.82444584,2335340381.2527757,488242555.8007466,176331931.5205883 
 08/11  18:00:00,1732382310.1267662,0.0,0.0,256936612.50822172,2218640959.5714364,403797366.01308286,174820903.00436604 
 08/11  19:00:00,1728836161.721529,0.0,0.0,283626825.5108774,2218640959.5714364,370814663.8834428,174566793.13160625 
 08/11  20:00:00,1653961725.3760533,0.0,0.0,197765105.62937143,2218640959.5714364,339545635.5469744,173828368.61149457 
 08/11  21:00:00,1558064615.9291527,0.0,0.0,197765105.62937143,2218640959.5714364,323881280.0658575,173225669.59953737 
 08/11  22:00:00,987440932.2985046,0.0,0.0,98887927.4796197,2218640959.5714364,187175871.8679685,83068108.52033861 
 08/11  23:00:00,1076635754.919065,0.0,0.0,49438589.07487582,2218640959.5714364,197436773.61864716,94388742.14831698 
 08/11  24:00:00,1156806001.2802427,0.0,0.0,38694479.62202592,2023669251.5007389,208452431.78143123,94422087.87524964 
 08/12  01:00:00,1026304592.474546,0.0,0.0,36545657.73145594,2023669251.5007389,192799366.86265907,94103951.12238735 
 08/12  02:00:00,1108531446.8543882,0.0,0.0,36545657.73145594,2023669251.5007389,203838329.8780974,94350057.76435027 
 08/12  03:00:00,981616859.6329731,0.0,0.0,36545657.73145594,2023669251.5007389,188243330.0011399,94017500.28827147 
 08/12  04:00:00,1168661706.1773088,0.0,0.0,36545657.73145594,2023669251.5007389,241339302.19075793,98944909.62089446 
 08/12  05:00:00,1113398907.5411744,0.0,0.0,36545657.73145594,2023669251.5007389,236191465.9355808,97461080.87838298 
 08/12  06:00:00,1482356303.388822,0.0,0.0,88108257.58487546,2218640959.5714364,317418390.7963605,154562259.7350571 
 08/12  07:00:00,1419902729.06973,0.0,0.0,89803362.17297089,2218640959.5714364,298305878.6577387,147344882.86624736 
 08/12  08:00:00,1446050606.2588284,0.0,0.0,257163350.54713258,2335340381.2527757,324758785.55697304,173006659.56646237 
 08/12  09:00:00,1471549606.8719423,0.0,0.0,255384274.58016437,2335340381.2527757,337622042.0290429,173278413.6170693 
 08/12  10:00:00,1572125076.9297163,0.0,0.0,255377965.44577354,2335340381.2527757,342816055.4439535,173852502.08665314 
 08/12  11:00:00,1646894803.8611622,0.0,0.0,255377965.44577354,2335340381.2527757,359330002.9298453,174492727.82818636 
 08/12  12:00:00,1574073530.2893176,0.0,0.0,127688982.72288677,2160291248.7307673,320175976.4209069,173683491.6351444 
 08/12  13:00:00,1524272162.9604082,0.0,0.0,127688982.72288677,2160291248.7307673,323066142.06701964,173345936.2843207 
 08/12  14:00:00,1499116890.6622071,0.0,0.0,127688982.72288677,2160291248.7307673,326592206.42955977,173165286.7930928 
 08/12  15:00:00,1652971133.4885108,0.0,0.0,127688982.72288677,2160291248.7307673,345011779.62923,174140180.77991262 
 08/12  16:00:00,1824966534.8539045,0.0,0.0,127688982.72288677,2160291248.7307673,347802031.00167704,175177718.0453386 
 08/12  17:00:00,1356305855.1192985,312284.892083232,0.0,42576567.67539606,2101941537.890098,252299165.8126344,123589927.08971843 
 08/12  18:00:00,1155345886.6455867,0.0,0.0,43041322.42261291,2101941537.890098,205058119.2218219,106536326.31990369 
 08/12  19:00:00,1124267162.932328,0.0,0.0,38138927.329364,2023669251.5007389,197410148.69095725,90983047.00986348 
 08/12  20:00:00,1262549024.2657628,0.0,0.0,36545657.73145594,2023669251.5007389,208898355.2367508,107237427.39339548 
 08/12  21:00:00,1091662030.0769424,0.0,0.0,36545657.73145594,2023669251.5007389,197100345.70197868,105892219.8760484 
 08/12  22:00:00,1180255126.6885967,0.0,0.0,36545657.73145594,2023669251.5007389,208238791.20870066,110428360.00562933 
 08/12  23:00:00,1107678894.8934112,0.0,0.0,36545657.73145594,2023669251.5007389,191101776.72020364,96180342.97207491 
 08/12  24:00:00,1054249473.7456064,0.0,0.0,36545657.73145594,2023669251.5007389,188947468.51782957,94154754.83074938 
 08/13  01:00:00,981636266.8158166,0.0,0.0,36545657.73145594,2023669251.5007389,187505812.05633023,94035166.5526202 
 08/13  02:00:00,959473005.3810663,0.0,0.0,36545657.73145594,2023669251.5007389,184081619.0542255,93967240.79848903 
 08/13  03:00:00,928983541.9792168,0.0,0.0,36545657.73145594,2023669251.5007389,183393346.25245753,81255074.9675115 
